platform_post_id,author_handle,label,p_offensive,p_hate,hate_flag,lexicon_hits,lexicon_categories,fp_risk,engagement,text
2057106695822663718,DCP_Democracy,neither,0.1388055384159088,0.006199281197041273,False,['41_vs_1'],othering,low,555,"20th May, 2026

STATEMENT BY THE DCP DEPUTY PARTY LEADER SENATOR CLEOPHAS MALALA ON ETHNIC PROFILING IN KENYA BY UDA GOVERNMENT. 

Dear Kenyans,

1. Over the last couple of months, we have witnessed a well-structured ethnic profiling of the members of the kikuyu community by president William Ruto. This is a well-orchestrated move ahead of the 2027 elections in what Mr. William Ruto scripted in 2007 of the 41 vs 1. We all know what that led Kenya into. We lost over 1,300 Kenyans and hundreds of thousands of Kenyans, are up to date in IDP Camps.

2. The team leader for this narrative is one Mr. Kipchumba Murkomen seconded by Mr. Omar Hassan, the UDA Secretary General and several top government officials including cabinet secretaries whom we shall name here today.

3. The Minister for Interior should be advised better, and as a lawyer, much logic is expected of him. Reducing critical security issues into an ethnic clash between a kikuyu and Kalenjin affair is bad for our Nation Mr. Murkomen. As you do your simple mind games, cattle rustling in Meru is wreaking havoc. Mandera occupied by Jubaland forces, Goons are taking control of towns.

4. Leave politics and concentrate on your job Mr. Murkomen. Secure Kenyans. As a cabinet minister for interior, it is worrying to see you on a tribal charade trying to run EPRA and the energy docket on fuel prices when Kenyans are simply on their own.

5. Secondly, Mr. Omar, the Secretary General of the wheelbarrow party, we want to remind you of your role in the 2007/08 post-election violence ICC related witness coaching against Mr. William Ruto and others. Might you have forgotten, when you served as a commissioner at the Kenya National Human Rights Commissioner, Mr. William Ruto accused you od coaching witnesses against Mr. Ruto. In his own words, Ruto said, ""I also want to inform Mr. Hassan Omar, who is the schemer, and the mercenary behind this whole scheme that that he cannot hire or rent, or buy or sell or negotiate justice and the truth..."".

6. Mr. Omar, your house of lies, as described then by William Ruto, seems to have become a shopping mall. Stop profiling Kenyans of kikuyu origin. If you think it is the people of Kikuyu descent who have a problem with this government, when the truth dawns on you and your team, it is be too late to salvage yourselves. But unfortunately, you have already messed up the country.

7. When Kenyans come out in the streets to demonstrate about high costs of fuel, mutilated payslip, dysfunctional SHA, failed education systems, it is not Kikuyu Vs Kalenjin Community Mr. Kipchumba Murkomen. It is about 55 million Kenyans suffering high taxation, double standards, bad roads, poor policy among others.

8. When Kenyans in Northern Kenya are being butchered by the Jubaland Forces, it is not Kikuyu vs Kalenjin; it is Kenyans crying because the government has failed to protect them.

9. Teachers, civil servants, and all employees and Kenyans saying NO to Mr. William Ruto are doing so because of the personal pain they are going through courtesy of one Mr. William Ruto and not the Kalenjin community.

10. If, then, we buy your opaque arguments that 55 Million Kenyans are fighting Ruto because he is a Kalenjin, we then need to argue that William Ruto is the only Kalenjin in Kenya and the 55 million of us are all Kikuyus. So, Mr. Omar Hassan, please spare us your thoughts on negative ethnicity.

11. On the high cost of fuel, it is unfortunate that Kenyans are being treated to conmanship and blatant open thuggery through the pump.

As if the damage you have caused Kenya is not enough, you now want to mean it is because Ruto is a Kalenjin.

12. The government cannot purport that the high fuel cost only affects the matatu sector. Every Kenyan is affected by this insensitive fuel hike. But the good thing is, the government is digging its own political grave deeper. While addressing fuel costs, address every Kenyan, not a small pocket of transport sector."
2078218148583735483,RudDanNistelroo,neither,0.2853122353553772,0.006276267580688,False,['41_vs_1'],othering,low,0,"@gabrieloguda Remember they will not be in the Ballot come  2027 so 41 against 1 is not mathing.
We will pour our votes to the the United opposition candidate who @edwinsifuna will be the DP.
Mtaona vumbi"
2076571815661498459,_James041,neither,0.08761496841907501,0.001171450479887426,False,['fumigate'],dehumanisation,medium,92,"TODAY I STAND IN SOLIDARITY WITH WAKILI DIANA GICHENGO AND @TISAKenya 🛑

Wakili Diana Gichengo @dianagichengo is the Executive Director @TISAKenya .

She was one of the brains behind The People's Audit, @OkoaUchumi_KE Report which enlightened Kenyans on matters economy, budget, corruption and debts.

She was also one of the brains behind the Okoa Uchumi's ' Follow the money' 2024 pilot which demonstrated that citizens' oversight can expose misuse faster than institutional audits.

@TISAKenya have been doing civic education on matters budget, the finance bill and good governance.

In her latest civic duty, Miss Diana revealed that Kenyans are still being taxed to pay the wazungus who oppressed Kenyans during the colonial error.

Diana Gichengo is reporting that suspected @DCI_Kenya officers have been doing some unfriendly tours around @TISAKenya offices.

Dear @DCI_Kenya , the fumigants which should be used to fumigate the cockroaches occupying  Kipchumba Murkomen's empty brain are not hidden at @TISAKenya offices.

Diana Gichengo is a law abiding citizen, who only does civic education.

Stop intimidating innocent Kenyans and focus on real criminals like Fikirini Jacobs and his murderous bodyguards.

#HandsOffTISA"
2075257125186445363,NeShienu,neither,0.24560628831386566,0.002292357850819826,False,['madimoni'],dehumanisation,medium,21,"Musalia Mudavadi has Never hustled in his political life. He believes in through pass opportunities 

He was first introduced into politics in 1989 following a family tragedy when his Father Died. He was only 28 yrs.

He was pushed to Vie for MP seat sabatia Constituency out of sympathy He was just Elected. His Father was a good man and therefore He leveraged on His Father's legacies to get free things.

After Saitoti's Resignation, He took advantage of the Feud between moi and Saitoti and Became the shortest serving Vice president.

In 2013 Uhuruto Tricked him that He was their preferred presidential candidate on a mere Fact that they had a case in Icc and therefore they won't Contest. Uhuru later publicity admitted that He had not endorsed him. It was the work of the Devil....the Famous Madimoni.

Now it's Emerging  that Ruto had promised to make him president 2032.. what amazes us is that currently the promise has been shifted to Wetangula and not him.

Today He appear Man under Siege or Siekenye.

The Rise of EDWIN SIFUNA is giving him Pressure...He's wondering how such a young man has just risen like that and He has been in politics about  37 yrs but has never enjoyed such a powerful moment Sifuna is.

Mudavadi Believes that national leaders must be old not Young, to him, Sifuna should wait. But the youths of this Country are saying Sifuna Hadi kwa ballot and yeye ndio Rais Mrarajiwa."
2078891488398958705,DaSignior,neither,0.2333274632692337,0.0026310717221349478,False,['kwekwe'],dehumanisation,medium,0,"@OleItumbi Before anything else,,tell us about that kwekwe squad being protected by police."
2074431632874856819,bonifacemwangi,neither,0.23116034269332886,0.004062830004841089,False,['kwekwe'],dehumanisation,medium,1953,"𝐎𝐭𝐡𝐞𝐫 𝐜𝐨𝐮𝐧𝐭𝐫𝐢𝐞𝐬 𝐡𝐚𝐯𝐞 𝐦𝐚𝐟𝐢𝐚. 𝐈𝐧 𝐊𝐞𝐧𝐲𝐚, 𝐭𝐡𝐞 𝐦𝐚𝐟𝐢𝐚 𝐡𝐚𝐯𝐞 𝐚 𝐜𝐨𝐮𝐧𝐭𝐫𝐲.

In October 2013, a man called Bogonko Bosire disappeared.  Bogonko, previously a writer with Agence France-Presse, became a blogger for hire after losing his job. He ran a website, Jackal News, where it is said he would post articles for a round of beer. One of the posts he was hired to publish was a leak of the names of witnesses lined up to testify against then President Uhuru Kenyatta and his deputy, William Ruto, at the International Criminal Court (ICC), for their alleged roles in the 2007-2008 post-election violence.
 
Not long after - probably because of the incriminating knowledge he possessed - Bogonko mysteriously disappeared from the face of the earth. He was abducted, murdered, and his body was never found. Three months later, in December the same year, Albert Muriuki went missing from State House, Nairobi.  Muriuki had worked as an intern at the International Criminal Court (ICC) before being appointed to State House. Bogonko and Muriuki were “disappeared” after finishing their dirty job of publicly exposing ICC witnesses.
 
Many of the witnesses recanted their testimonies after being threatened, while others were paid off. A killer police squad called Kwekwe was formed to hunt down and kill the stubborn ones who refused to recant.  The ICC suspects knew who to kill or target because they had a hit list The Kwekwe squad officers were also eliminated after killing the witnesses. The ICC suspects hired a “cleaner” to eliminate the men they had used to do their dirty job.

While Bogonko and Muriuki likely got what they deserved for sleeping with the devil, there are four women who dared to resist the rich and powerful and did not deserve to be murdered.
 
Nancy Waithera, an employee of the National Hospital Insurance Fund (NHIF), was taken out by a sniper as she walked along Kaunda Street in Nairobi on February 17, 2023. She was a whistleblower in a Ksh 1.1 billion scandal involving NHIF CEO Geoffrey Mwangi, who had initially been suspended but returned after he was cleared by the court. Her killers are still walking scot-free.
 
On July 15, 2021, 67-year-old environmental activist Joannah Stutchbury was shot six times outside her Kiambu home as she got out of her car to clear the driveway, which had been blocked by tree branches.  At the time, the Director of Criminal Investigations (DCI), George Kinoti, said preliminary investigations indicated that Stutchbury might have been killed for her resistance to the encroachment and illegal construction of a road, and the grabbing of Kiambu forest.
 
Earlier in March of the same year, the body of a senior officer with the National Land Commission (NLC), Jennifer Itumbi Wambua, was discovered in a field in Ngong after she had been reported missing on March 12. Wambua was a key witness in a case where a deputy governor and a former top civil servant were charged with conspiring to defraud the government of Ksh 122.3 million.
Recently, another mysterious disappearance has hit the headlines. Esther Wairimu is the most senior legal officer at Kenya Forest Service HQ on Kiambu Road. She has served in the position for over 10 years.
On Tuesday, June 9, 2026, she reportedly arrived home from work and told her family that she was feeling uncomfortable after being asked to sign certain documents in the office. She vowed not to return to work.

Nevertheless, she reported to work at approximately 10 a.m. the following day and worked until around 2 p.m. when she left for her home in Juja. Upon reaching Juja town, she alighted from the vehicle she was travelling in and went into Senate Hotel to check out the gym, and disappeared.
For the past three weeks, search efforts by her family, friends, and colleagues have yielded no results. They combed the area around Juja on foot, by vehicle, and even with drones, but to no avail. She disappeared at a time when there are many attempts to grab public land, including inside the forest where she worked, Karura Forest. Yesterday, her decomposing body was found in a forest in Gatundu. She had been abducted and murdered.

In July 2022, two Indian nationals, Mohamed Zaid Sami Kidwai and Zulfiqar Ahmed Khan, alongside their Kenyan taxi driver Nicodemus Mwania Mwange were shot and killed by the police. When Ruto became president, he ordered the police officers charged with the killing to be prosecuted. Officers from the Special Service Unit who had abducted the three men, and those from the National Intelligence Service who had helped do the tracking, were arrested. Additionally, Kenya Wildlife Service officers who had helped dispose of the remains where they would be eaten by wild animals, were also charged. So, to the men and women carrying out abductions and assassinations on orders from above, you will face your day in court."
2074467817785803014,UtuNaUzalendoKE,neither,0.24606682360172272,0.004233581479638815,False,['kwekwe'],dehumanisation,medium,8,"1/2

Other countries have mafia. In Kenya, the mafia have a country.
 
In October 2013, a man called Bogonko Bosire disappeared. Bogonko, previously a writer with Agence France-Presse, became a blogger for hire after losing his job. He ran a website, Jackal News, where it is said he would post articles for a round of beer. One of the posts he was hired to publish was a leak of the names of witnesses lined up to testify against then President Uhuru Kenyatta and his deputy, William Ruto, at the International Criminal Court (ICC), for their alleged roles in the 2007-2008 post-election violence.
 
Not long after - probably because of the incriminating knowledge he possessed - Bogonko mysteriously disappeared from the face of the earth. He was abducted, murdered, and his body was never found. Three months later, in December the same year, Albert Muriuki went missing from State House, Nairobi.  Muriuki had worked as an intern at the International Criminal Court (ICC) before being appointed to State House. Bogonko and Muriuki were “disappeared” after finishing their dirty job of publicly exposing ICC witnesses. 
 
Many of the witnesses recanted their testimonies after being threatened, while others were paid off. A killer police squad called Kwekwe was formed to hunt down and kill the stubborn ones who refused to recant. The ICC suspects knew who to kill or target because they had a hit list. The Kwekwe squad officers were also eliminated after killing the witnesses. The ICC suspects hired a “cleaner” to eliminate the men they had used to do their dirty job.
 
While Bogonko and Muriuki likely got what they deserved for sleeping with the devil, there are four women who dared to resist the rich and powerful and did not deserve to be murdered.

Nancy Waithera, an employee of the National Hospital Insurance Fund (NHIF), was taken out by a sniper as she walked along Kaunda Street in Nairobi on February 17, 2023. She was a whistleblower in a Ksh1.1 billion scandal involving NHIF CEO Geoffrey Mwangi, who had initially been suspended but returned after he was cleared by the court. Her killers are still walking scot-free. 
 
On July 15, 2021, 67-year-old environmental activist Joannah Stutchbury was shot six times outside her Kiambu home as she got out of her car to clear the driveway, which had been blocked by tree branches.  At the time, the Director of Criminal Investigations (DCI), George Kinoti, said preliminary investigations indicated that Stutchbury might have been killed for her resistance to the encroachment and illegal construction of a road, and the grabbing of Kiambu forest. 
 
Earlier in March of the same year, the body of a senior officer with the National Land Commission (NLC), Jennifer Itumbi Wambua, was discovered in a field in Ngong after she had been reported missing on March 12. Wambua was a key witness in a case where a deputy governor and a former top civil servant were charged with conspiring to defraud the government of Ksh 122.3 million.

Recently, another mysterious disappearance has hit the headlines. Esther Wairimu is the most senior legal officer at Kenya Forest Service HQ on Kiambu Road. She has served in the position for over 10 years.

On Tuesday, June 9, 2026, she reportedly arrived home from work and told her family that she was feeling uncomfortable after being asked to sign certain documents in the office. She vowed not to return to work.

Nevertheless, she reported to work at approximately 10 a.m. the following day and worked until around 2 p.m. when she left for her home in Juja. Upon reaching Juja town, she alighted from the vehicle she was travelling in and went into Senate Hotel to check out the gym, and disappeared. 

For the past three weeks, search efforts by her family, friends, and colleagues have yielded no results. They combed the area around Juja on foot, by vehicle, and even with drones, but to no avail. 

By Boniface Mwangi"
2072647909204496700,eastafricatv,neither,0.08656135946512222,0.008139992132782936,False,['waondoke'],expulsion,medium,49,"#HABARI Zaidi ya watu 900 wamekamatwa kufuatia maandamano ya kitaifa yaliyofanyika Jumanne nchini Afrika Kusini kupinga uwepo wa wahamiaji wasio na nyaraka halali.

Ingawa maandamano mengi yalikuwa ya amani, baadhi ya maeneo yalishuhudia vurugu na uporaji wa maduka yanayomilikiwa na raia wa kigeni.

Naibu Kamishna wa Kitaifa wa Polisi, Tebello Mosikili, amesema maandamano 108 kati ya 120 yaliyofanyika yalikuwa ya amani, huku 12 yakihitaji polisi kuingilia kati.

Alieleza kuwa waliokamatwa wanakabiliwa na tuhuma mbalimbali ikiwemo ukiukaji wa sheria za uhamiaji, kufanya vurugu hadharani, kuwaficha wahamiaji wasio na vibali halali na wizi.

Polisi pia wamethibitisha kuwa mtu mmoja aliuawa kwa kupigwa risasi katika eneo la Alexandra, mjini Johannesburg, wakati wa vurugu zilizohusisha uporaji wa maduka.

Aidha, mamlaka zilipeleka askari wa ziada katika majimbo matano kati ya tisa ya nchi hiyo ili kuimarisha usalama, huku wanajeshi wakitumwa katika eneo la Hillbrow, Johannesburg.

Katika mji wa Durban, polisi wanaendelea kuchunguza kifo cha raia mmoja wa kigeni aliyedaiwa kujirusha kutoka ghorofa ya nane ya jengo moja kutokana na hofu ya kushambuliwa.

Maandamano hayo yaliandaliwa kufuatia kumalizika kwa muda uliowekwa na kundi linalopinga wahamiaji, lililotaka wahamiaji wasiokuwa na vibali halali waondoke nchini humo.
#EastAfricaTV"
2078727866326356377,DavidNdii,neither,0.23165078461170197,0.013110972940921783,False,['uthamaki'],othering,medium,36,Ol Kalou by-election pitted two wannabe tribal kingpins one fronting patrimonial politics a.k.a “politics of the belly” and the other uthamaki (Kikuyu supremacist) ideology. Uthamaki won the battle. Both lost the war. Their political careers will end in August 2027.
2079143747502149674,tweetbyKenOduor,neither,0.24223726987838745,0.06608695536851883,False,['uthamaki'],othering,medium,3,"@djzabu @davidmakali1 @rigathi Boss, other tribes will rule this nation too whether uthamaki likes it or not. It’s that simple."
