platform_post_id,lexicon_hits,lexicon_categories,dehumanisation_score,violence_call_score,othering_score,political_criticism_score,model,scored_at,dt,platform,author_id,author_handle,created_at,text
2074343654387327008,[],[],0.9951136112213135,0.9955229163169861,0.8113772869110107,0.05850701779127121,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 01:24:22.512007+01:00,2026-07-18,x,129024221,GlitteringAnge,2026-07-07 05:04:01+01:00,Ruto is sending other tribes to hate and attack kikuyus. Meanwhile this is him in Ol Kalou 😂 https://t.co/cuWL
2075265887636959563,[],[],0.9456382989883423,0.9954879879951477,0.7426084280014038,0.1463920772075653,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:52:51.259355+01:00,2026-07-18,x,343326011,TheStarKenya,2026-07-09 18:08:38+01:00,Interior Cabinet Secretary Kipchumba Murkomen has issued a stern warning to individuals sponsoring and facilit
2076386112067530821,[],[],0.9904221296310425,0.995309054851532,0.9841393828392029,0.07361298054456711,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 04:54:10.605833+01:00,2026-07-18,x,1061277182876700674,Prof1one,2026-07-12 20:20:01+01:00,The most evil kafment in Kenya's history! Perpetuating violence against its own pple! #RutoMustGo
2076416283181007012,[],[],0.9212037324905396,0.9951983690261841,0.9406808614730835,0.007763055618852377,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:16:37.507626+01:00,2026-07-18,x,1061277182876700674,Prof1one,2026-07-12 22:19:54+01:00,@_KithureKindiki You and your filthy kafment are the sponsors of violence and goons for political gain. Shamel
2075265239155691877,[],[],0.9400149583816528,0.9951796531677246,0.2631257474422455,0.15389855206012726,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:46:47.651798+01:00,2026-07-18,x,1120147867,KilungyaCalvin,2026-07-09 18:06:04+01:00,RT @SokoAnalyst: Kenya is staring at an 84.1 percent risk of election-related violence in the 2027 General Ele
2075251013968150982,[],[],0.9400149583816528,0.9951796531677246,0.2631257474422455,0.15389855206012726,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:52:51.259355+01:00,2026-07-18,x,1072061877981720576,denisaraprotich,2026-07-09 17:09:32+01:00,RT @SokoAnalyst: Kenya is staring at an 84.1 percent risk of election-related violence in the 2027 General Ele
2075230126585921841,[],[],0.9400149583816528,0.9951796531677246,0.2631257474422455,0.15389855206012726,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,1321918538,edunjau1,2026-07-09 15:46:32+01:00,RT @SokoAnalyst: Kenya is staring at an 84.1 percent risk of election-related violence in the 2027 General Ele
2075225366189269231,[],[],0.9400149583816528,0.9951796531677246,0.2631257474422455,0.15389855206012726,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 22:41:40.017949+01:00,2026-07-17,x,1557122998192283649,mumokivindu3,2026-07-09 15:27:37+01:00,RT @SokoAnalyst: Kenya is staring at an 84.1 percent risk of election-related violence in the 2027 General Ele
2077593602146889734,[],[],0.9964203238487244,0.9951608777046204,0.708716869354248,0.2664288580417633,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 22:41:40.017949+01:00,2026-07-17,x,17384585,anthonyzenkus,2026-07-16 04:18:09+01:00,@RepSusieLee You voted to continue sending American's hard-earned tax payer dollars to a nation committing a g
2075363341451555277,[],[],0.9965837001800537,0.9951230883598328,0.9973008036613464,0.13432104885578156,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:16:37.507626+01:00,2026-07-18,x,1173863641139044352,_npt__,2026-07-10 00:35:53+01:00,Je vois dans mon snap une chienme en story dire “tant mieux les marocains ils vont aller boire du thé et se bo
2077987440912994772,[],[],0.9025881290435791,0.9950659275054932,0.5004883408546448,0.10671386122703552,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 08:03:28.493591+01:00,2026-07-18,x,70394965,citizentvkenya,2026-07-17 06:23:07+01:00,Francis Masinde: What we have seen in Ol Kalou is state sponsored violence and it is the same government cryin
2071669647527543083,[],[],0.952319860458374,0.9948503375053406,0.8312629461288452,0.05044745281338692,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:00:58.640203+01:00,2026-07-18,x,753913023010578432,JaokooMoses,2026-06-29 19:58:28+01:00,"CONFIRMED: ODM ondong' chodha wing is supporting abduction, torture and enforced disappearances. They are the "
2075222654714364177,[],[],0.9201462864875793,0.9946359395980835,0.2628418505191803,0.13822896778583527,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:15:36.009575+01:00,2026-07-18,x,87778228,SokoAnalyst,2026-07-09 15:16:51+01:00,"Kenya is staring at an 84.1 percent risk of election-related violence in the 2027 General Election, according "
2075263325638693122,[],[],0.9394983649253845,0.9946359395980835,0.725356936454773,0.20601409673690796,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,1697151084513415168,mwendani_mg,2026-07-09 17:58:28+01:00,"Kipchumba Murkomen has issued a stern warning to individuals sponsoring and facilitating banditry in Samburu, "
2077830841921937496,[],[],0.9775322675704956,0.9945625066757202,0.625309407711029,0.3571750521659851,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 21:07:28.477176+01:00,2026-07-17,x,821183222511874049,jaredduran11,2026-07-16 20:00:51+01:00,@ScottJenningsKY Go kiss the wall. Complete fail to Americans.and should be revived for treason voting to merg
2075246378830135404,[],[],0.9314313530921936,0.9944234490394592,0.6886778473854065,0.1571691930294037,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:00:58.640203+01:00,2026-07-18,x,248697646,KBCChannel1,2026-07-09 16:51:07+01:00,Interior CS Kipchumba Murkomen has issued a stern warning to individuals sponsoring and facilitating banditry 
2076582319968657897,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 22:25:57.798954+01:00,2026-07-17,x,821931864780840960,StarboyDennoh,2026-07-13 09:19:40+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076895161934577762,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 04:54:10.605833+01:00,2026-07-18,x,1558864388832067584,KhamatiAlex,2026-07-14 06:02:48+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076485222703530215,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 00:35:59.975602+01:00,2026-07-17,x,862016690133061632,ayienda_julius,2026-07-13 02:53:50+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076374919160402284,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:46:47.651798+01:00,2026-07-18,x,849970414281510912,BiYo254,2026-07-12 19:35:32+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076967459823714338,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:46:47.651798+01:00,2026-07-18,x,1698714879610290176,chinkudriss,2026-07-14 10:50:05+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076607853482103148,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 23:14:27.988338+01:00,2026-07-17,x,1157131118,LordKatete,2026-07-13 11:01:08+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076714611769008428,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 23:14:27.988338+01:00,2026-07-17,x,1353940579642716160,piusmutuma98,2026-07-13 18:05:21+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076453410396667961,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 00:50:04.753376+01:00,2026-07-17,x,984481622518063105,muchiri38,2026-07-13 00:47:26+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076375015784628514,[],[],0.9791357517242432,0.9943361282348633,0.6625782251358032,0.0409606471657753,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 04:54:10.605833+01:00,2026-07-18,x,1759692046606950400,RyderXclusive,2026-07-12 19:35:55+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2075078075474223311,[],[],0.9619023203849792,0.9943029880523682,0.5254905819892883,0.2971639037132263,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,938929297,ConradKulo,2026-07-09 05:42:20+01:00,"If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims, why hasn't the "
2076807098151686615,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 04:54:10.605833+01:00,2026-07-18,x,1326821816330055681,IntelKelvin,2026-07-14 00:12:52+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076966963327185090,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 01:24:22.512007+01:00,2026-07-18,x,154825102,AntwonMwai,2026-07-14 10:48:06+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076523483421438307,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 21:07:28.477176+01:00,2026-07-17,x,1411334845238743040,MightyInScrubs,2026-07-13 05:25:53+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076365643834675256,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 23:14:27.988338+01:00,2026-07-17,x,882094996022853632,BonnieMkare,2026-07-12 18:58:41+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076607696539644295,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 23:14:27.988338+01:00,2026-07-17,x,2341954798,JUICEPORT001,2026-07-13 11:00:31+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076897226417168669,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 04:54:10.605833+01:00,2026-07-18,x,1344911888417775616,Jamesreecee,2026-07-14 06:11:00+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076903747997864353,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 04:54:10.605833+01:00,2026-07-18,x,1456550558370836480,_mkamba,2026-07-14 06:36:55+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076437647703073134,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 01:24:22.512007+01:00,2026-07-18,x,1712186440388370432,eric_me4,2026-07-12 23:44:48+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076400612690800844,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:46:47.651798+01:00,2026-07-18,x,952446155119525888,Ibrah_Jnr,2026-07-12 21:17:38+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076340130210619802,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:52:51.259355+01:00,2026-07-18,x,403207975,dennyse72,2026-07-12 17:17:18+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076340095800737956,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 21:07:28.477176+01:00,2026-07-17,x,633566522,KitKatSyrupKE,2026-07-12 17:17:10+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076340088703742225,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,1785224127902564352,RonabanN14633,2026-07-12 17:17:08+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076441499797995530,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 21:07:28.477176+01:00,2026-07-17,x,1309388356720250880,ColonelTheactor,2026-07-13 00:00:06+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076399881195860386,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 22:25:57.798954+01:00,2026-07-17,x,1189820552527130624,kijomba1,2026-07-12 21:14:43+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076609279260238048,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:15:36.009575+01:00,2026-07-18,x,3242387860,BudKongKara,2026-07-13 11:06:48+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076738979605741672,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 22:25:57.798954+01:00,2026-07-17,x,1489466612256235520,waweru99steven,2026-07-13 19:42:11+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076713568859308160,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 01:50:55.532817+01:00,2026-07-18,x,3639190641,Dee_KM95,2026-07-13 18:01:12+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076807901578920375,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 01:50:55.532817+01:00,2026-07-18,x,1217903405378740225,VdjjamG,2026-07-14 00:16:03+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076714153377501192,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 10:15:36.009575+01:00,2026-07-18,x,815943985609011200,Pengmistress,2026-07-13 18:03:32+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076522128627716155,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:22:39.275477+01:00,2026-07-18,x,2039168178534703104,Wrightyyyyyjr,2026-07-13 05:20:30+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076523551515988440,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:22:39.275477+01:00,2026-07-18,x,1977124813266354176,MzalendoeraKE,2026-07-13 05:26:09+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2076989300726452383,[],[],0.9784876704216003,0.9942474961280823,0.6645402908325195,0.04130730777978897,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 21:58:32.388056+01:00,2026-07-17,x,816564812150927361,nacnad_,2026-07-14 12:16:52+01:00,"RT @IAMRAPCHA: Yaani CS anatuma mbogi iko mpaka na mishale ku-attack viongozi wa Linda Mwananchi huko Kisumu 
"
2075594275094413761,[],[],0.9802808165550232,0.9942082166671753,0.5690146088600159,0.04590541496872902,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 23:14:27.988338+01:00,2026-07-17,x,1599753817209405440,kiremeti,2026-07-10 15:53:32+01:00,@Chief_Negro They want to sponsor violence that will pave way for IEBC to cancel the by elections.
2075330734328275404,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 22:41:40.017949+01:00,2026-07-17,x,1445103332553596930,RepostsOf_nk,2026-07-09 22:26:19+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075150548605489644,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,310788689,VgKoome,2026-07-09 10:30:19+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075342778977169408,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:08:26.448599+01:00,2026-07-18,x,213790095,Remnicjiggzy,2026-07-09 23:14:11+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075155614846591049,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 01:05:18.729525+01:00,2026-07-18,x,53920064,c_tech,2026-07-09 10:50:27+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075118205966647633,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 08:03:28.493591+01:00,2026-07-18,x,1340287610,I_Wangai,2026-07-09 08:21:48+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075295321081463071,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 23:44:38.059131+01:00,2026-07-17,x,1641811125502201856,badforthemoment,2026-07-09 20:05:36+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075380956815388880,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:16:37.507626+01:00,2026-07-18,x,436239544,MeanKaiser,2026-07-10 01:45:53+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075289341702582779,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,1472874497774608387,OchiengEdison_,2026-07-09 19:41:50+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075353150798635384,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:29:40.668555+01:00,2026-07-18,x,1402506881717915648,glennetix,2026-07-09 23:55:24+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075181000477340016,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-17 21:58:32.388056+01:00,2026-07-17,x,1302176429426315264,NYANGOTOAYIEKO,2026-07-09 12:31:20+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
2075294173012369478,[],[],0.960221529006958,0.9942026138305664,0.5557969212532043,0.33361178636550903,MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,2026-07-18 11:22:39.275477+01:00,2026-07-18,x,1326821816330055681,IntelKelvin,2026-07-09 20:01:02+01:00,"RT @ConradKulo: If Gachagua is running extortion rings and commanding ""gangs and goons"" as CS Murkomen claims,"
