platform_post_id,author_handle,like_count,reply_count,view_count,followers_count,text,log_likes,excess_likes_dex
1942731125039706400,samekosaba,86712,1831,6579842,623185,"yoho!! my name is saba🐟
i'm a fish girl who lives &amp; works in a lighthouse! 

https://t",4.938079203279628,2.707630281901354
2074784303838613669,livedoornews,106630,866,13887563,2175111,"【内科医絶賛】セブンの「ブロッコリーチキンエッグ」は非常に優秀な食べ物
https://t.co/SKatBkzKNN

血糖値をほとんど上げず、手軽に豊富なタンパク質を摂取できる",5.027879409207207,2.6934256580562765
2072975034272899110,GamsahabnidaL,25588,506,673318,5990,I haven't laughed like this in a long time😂😂😂😂 https://t.co/Hsuch1pcN9,4.408036342045525,2.648384917427811
2076751062925504983,Jvnior,65912,1333,2414069,179337,"🚨🇮🇹 BREAKING: Italian authorities just
seized 216 kilograms of drugs from an
Israeli arriv",4.818964489849635,2.6399875425564656
2077736069609525702,nocontextfooty,34788,150,650991,4442264,https://t.co/U3j8Em7bmi,4.541429461402623,2.622351369026549
2075228375044489435,NYCMayor,89963,10173,4421039,2337374,"Lorenzo Salgado Araujo called Houston home for 35 years. On Tuesday, an ICE agent shot and",4.954063929441694,2.6196101782907633
2049488610618224949,Q_TheStormRider,39514,1239,1832615,56035,"Donald Trump’s advisor, Alina Habba, discovered the fake Oval Office where Joe Biden alleg",4.596750995512816,2.6190273902239687
2024543466248692069,RpsAgainstTrump,88865,5682,6648877,1026003,"BREAKING: In an extraordinary and illegal move, Trump says he’s transferring $10 billion f",4.9487307452239975,2.614276994073067
2077253979944505709,ShashiTharoor,33048,1156,2431786,8048752,"An Open Letter to the Jantar Mantar protestors:

My dear young friends,

I address you tod",4.51914518196853,2.6000670895924562
2073820190266077673,chibuikssss,22771,151,348441,4682,I’m a very open minded person. I can change my stance on almost anything if you make a str,4.357382103296111,2.5977306786783965
2075606705128247488,Parodyjeffx,58020,651,2914845,130795,"No, i won’t.

Go fuck yourself @Clavicular0 https://t.co/sWxLIidy0w",4.7635777244666455,2.5846007771734762
2074603743836807245,tallAwkwardDesi,20836,39,684861,237,"The more I watch House of the Dragon, the more I realize Daenerys was just hanging on for ",4.318814348760659,2.5785234553460747
2077490596541788255,adoringtzu,19433,23,824051,520,jihyo just lost aura points for like the first time ever https://t.co/uSGROkhG4h,4.288539850670456,2.5725365070356565
2074905115539186088,GBC_Press,35270,192,912002,47259,"Spanish footballer Fernando Torres:

​""All those involved in the child sexual abuse and to",4.547405459667489,2.5696818543786417
2073880911242739907,nypost,30294,1866,8156540,3987777,"Biden's illegal immigration surge triggered 30% rise in home prices, $ 20% in rents, Fed p",4.48135662107913,2.5622785287030565
2077808560302661907,WinnaFC,54879,390,927852,235303,⚠️| ATTENTION: Big pages are reportedly being paid huge sums to spread an AI-altered image,4.739406189097407,2.5604292418042376
2077552281151742125,skeletrust,18534,388,4191789,1206,"""Was AI used in development?""

""Yes, for code only."" https://t.co/inxGU9BHWB",4.267969158685094,2.551965815050295
2075662339517641190,MichaelButtonX,26937,513,2641533,20596,"In 2015, ISIS captured Palmyra and demanded its head of antiquities reveal where the treas",4.4303492262795166,2.5438585011070347
2077187480437379158,SeeRacists,59087,3310,1633845,520843,🚨 A white police officer was caught on video beating a young Black child who was already o,4.771491940283939,2.5410430189056648
2076826290187891031,liz_churchill10,55480,1481,393075,888811,"America’s Mayor Rudy Giuliani was disbarred and had to surrender his Manhattan apartment, ",4.744136452401247,2.513687531022973
2077892835391517100,catturd2,26474,1339,331089,4072837,Pull their FCC licenses now!!!,4.4228195645232775,2.5037414721472038
2073443447449481567,Asiatitude,30286,47,437901,60171,Y a qqun qui a dit en ce moment les français traitent Mbappé comme le village de Konoha a ,4.481241918012922,2.5035183127240748
2077496782641135998,brotherharryy,16203,14,350410,364,@England https://t.co/0CdWzzZE4y,4.209595432000856,2.4935920883660563
2077849177090867622,JackGames435,16952,79,707375,106,NEW SPIDER MAN BRAND NEW DAY TRAILER SHOWN IN FRONT OF THE ODYESSY https://t.co/JahftBAVQi,4.229220943702738,2.4889300502881535
2077511265480831047,MrWhiplash_,29174,1678,1013164,75749,🚨🚨 BREAKING: Nancy Pelosi has just been SUBPOENAED BY THE DEPARTMENT OF JUSTICE IN A FEDER,4.464995978618865,2.4872723733300175
2077475241526174033,RepOgles,46303,5506,2925665,124335,"I have a bill that could Remigrate Zohran Mamdani, and a lot of other foreigners who hate ",4.665609130137553,2.486632182844384
2074245837882814857,UTDTrey,65848,910,1726998,1772731,Atleast we don’t have to support Portugal ever again  https://t.co/TnJqUiVM3X,4.8185425886804225,2.484088837529492
2074176556226761096,RepNancyMace,51197,4301,1166028,763718,We tried to subpoena her and her brother-husband's immigration records. Both parties kille,4.709244513287986,2.478795591909712
2071252711375585693,layiwasabi,50396,874,1550445,423927,date people who flirt back,4.702396067261659,2.4719471458833846
2076022713538539769,yonann,22453,142,2299335,12487,Channing Tatum says Jonah Hill shut down an interviewer by telling them nobody cared enoug,4.351274376359436,2.4647836511869543
2075327706989039881,MessiXtraHQ,27428,259,353428,31815,"🚨 Penalties received in the last 3 World Cups:

🇫🇷 France: 8
🇦🇷 Argentina: 8

So why is it",4.438194140793337,2.4604705355044896
2074784924893372526,Suiiiiiiiiii_77,16225,150,3367850,3357,Requiem for a Dream 💔🇵🇹 https://t.co/ajp17sUmLG,4.210184705472407,2.4505332808546925
2077423979162198243,UpstateChaser,14471,57,594607,988,"Flying into Boston, MA was absolutely otherworldly. Incredibly thick, dense wildfire smoke",4.160498543522346,2.4444951998875464
2074645566907170873,WhiteHouse,22915,2296,332458,4994375,"Fight for the SAVE America Act, America's elections are counting on it. https://t.co/OtKi4",4.360119861580805,2.4410417692047313
2075811168166551928,_giacomo_volpe_,15804,549,304187,3391,Republicans will push conspiracy theories and bigoted resentment every day for years and t,4.198767021009409,2.4391155963916944
2077541128329478588,YourAnonNews,22209,74,164517,7556632,@RepOgles Or we could deport you for being a racist piece of shit who hates the USA becaus,4.346529004101864,2.4274509117257903
2069963475669901582,WhiteHouse,21902,707,510845,4994375,B-2 STEALTH BOMBER. https://t.co/vTBSJxVuWZ,4.340483774625717,2.4214056822496435
2018832514593292665,kurisubopppp,20119,32,410006,27371,Saba 💙🐟(Commission) https://t.co/LraSo8DDnp,4.303606390634642,2.4171156654621604
2075796696764747976,vitormencarelli,19238,293,1314062,11328,"Ela sabe como acabar com a nossa noite! 😭

Britney Spears em novo desabafo:

“Só para as p",4.2841599203986815,2.3976691952261997
2077606266386424189,FuckedUpYogis,19040,89,1553133,14525,"This is how I found out she is biracial.

Half Asian Half PAWG",4.279666944048455,2.3931762188759733
2077788587416850733,ShamsCharania,20373,917,8100893,4027622,The NBA is probing the signed $64 million free-agent deal for Gary Trent Jr. with the Milw,4.309054985186408,2.389976892810334
2077413344806425031,DJZeeti,23300,127,966209,93274,Obesity is a mental issue.. people don’t be lazy they be depressed,4.367355921026019,2.3896323157371713
2077503838915789087,poliallday,14097,20,1519636,3627,@England https://t.co/NsNizpzgqp,4.149126699742614,2.3894752751248998
2073361107239010656,amuse,41607,1602,638495,687863,"INCAPACITATION: I pray that Mitch McConnell recovers, but his staff should NOT be allowed ",4.619166402877407,2.3887174814991328
2076920252437303727,omgsidewalks,22682,76,187581,41020,"Hot take: If basic needs require debt, then poverty is being manufactured.",4.355681346105722,2.377957740816875
2075023715050434865,techno4ngel,13321,79,682280,5078,elle a raison oui renseignez vous. https://t.co/cxuGH99lpH,4.124536828301277,2.364885403683563
2077358380499292448,heyyarnolddd,13078,44,403465,5002,"Riddle me this Kenzie, if “kissing guys is like a handshake and it means nothing,” why doe",4.1165413330267455,2.3568899084090313
2077077012502450579,SpeakerJohnson,48380,13494,2366785,1224679,"THE BARBARIANS ARE INSIDE THE GATE!

We are fighting right now in Congress over whether we",4.6846658640258605,2.35021211287493
2019606987663896725,samekosaba,37685,929,1792525,623185,"YOHO!! 🐟
i'm so excited to announce that @kurageuroa  and I will be having a pop up event ",4.576168519607808,2.3457195982295342
2074861392750883266,mustafamalo_,12623,1579,1766127,4517,"1) Dün, Yeditepe Üniversitesi Hukuk Fakültesi mezuniyet törenindeki rezalet, utanç vericiy",4.101162582214841,2.341511157597127
2077036627231146072,Owennfa,12576,278,250338,6781,"THE LABOR DEPARTMENT JUST DROPPED NEW WAGE DATA AND IT'S BRUTAL.

Corporate profits up 47%",4.099542528695332,2.3398911040776182
2076523337384366176,ChizuCheese8,33004,269,251240,183870,wanna go for a swim? 🏖️ https://t.co/1mnMaM2DUp,4.518566578443118,2.339589631149949
2075682616221577554,Dexerto,46993,264,718956,1391145,"Cristiano Ronaldo gifted IShowSpeed his limited-edition ""CR7 Gold Scorpion"" boots that he ",4.672033170961604,2.337579419810673
2069674194795733169,WilliamsRuto,17782,9571,6215741,6945317,"GMoi,your STANDARD media’s 5 days a week EXTORTIONIST propaganda HEADLINES on me &amp; my ",4.2499806059095295,2.330902513533456
2065042196542447741,pinya_mero,16381,24,111943,15848,"海で遊んだsabaちゃん🐟

#sabart https://t.co/ND1Lz3nnoI",4.214340410319735,2.3278496851472528
2074279991152361569,Ty_Clevenger,15836,616,1083045,30730,SETH RICH UPDATE: Today an attorney for the government told me that I would soon be gettin,4.199645493080167,2.3131547679076854
2076677069577007330,WhiteHouse,17009,2381,383657,4994375,"""We are reinstating the THE IRANIAN BLOCKADE, so named because it is only stopping Iran’s ",4.230678781146475,2.311600688770401
2074763139044855956,Selecto____man,11250,65,458744,260,des algériens se moquent du créole alors qu'une grande partie de notre vocabulaire en arab,4.051152522447381,2.310861629032797
2077372160843067831,spencerpratt,43584,653,565405,1343704,"Isn't it weird how these communists are always scammers? 

Probably nothing.",4.639327085896673,2.304873334745742
2077504512349089964,PabloAbrazo_,18972,15,393125,59822,@England https://t.co/qN7r6dT9LR,4.278113115979834,2.3003895106909864
2074665775185662048,Netizenbarbar34,10343,272,1383793,2543,"""Bercocok Tanam"" di Kamar Penginapan, Istri MUA Digerebek Suami Bersama Satpam Bank!

Sebu",4.014646524684032,2.2986431810492327
2077782631287013475,RupertLowe10,33776,1145,417903,883486,"Keir Starmer gives Sadiq Khan a peerage.

What a piss take.",4.528608215963581,2.2981592945853073
2077166883850068079,RoKhanna,33705,6273,858965,475228,"I’m voting yes on @RepThomasMassie’s
amendment to zero out all aid to Israel, including ai",4.52769433147481,2.2972454100965356
2074885045148418539,cagiago_,29399,466,334951,105927,"“Messi is humble, he doesn’t brag like Ronaldo” have you ever seen a thief brag about the ",4.4683325582397755,2.2893556109466062
2077699020839948343,IssaBreh,14960,328,1592094,16503,?????? There's genuinely nothing wrong with using AI to code lol,4.174931593528442,2.2884408683559605
2072380389486682176,kobe_boujee88,18440,855,721771,79976,Why do African teams always take the lead and then lose ???,4.2657609167176105,2.288037311428763
2074233311556431906,dieworkwear,41707,1884,1235890,1516089,"do normal, caring, intelligent people not seek political power or something?",4.620208952005912,2.2857552008549815
2076993406287441990,nofriends92,9985,26,395784,526,chaque meuf que je charge en moto elle me dit t’as fais ça avec cmb de meuf avant orhhh ta,3.9993480692067216,2.283344725571922
2073547359871512938,amuse,32142,2087,643872,687863,CORRUPTION? Three days after Mitch McConnell was found unconscious and hospitalized his wi,4.507072896756503,2.2766239753782287
2043985048521584800,Aym_laporte,9805,96,95394,2547,Sai maandamano ikieza tokea suicidal niggas tunaeza shine ajabu,3.991447598003803,2.2754442543690034
2077105965405512043,MrsBr0wn_82,14371,305,238230,11064,Andy Burnham says he hopes it 'ends the cover-up culture' that many have faced in this cou,4.157486989384848,2.2709962642123664
1917758920720003534,DonieDarko3,10492,34,102250,8211,"Gura YouTube page updated
This is the end
#GuBye https://t.co/oDIf4rxD34",4.020858281918316,2.2612068573006017
2074654179281232012,soompi,15000,182,1308727,5392385,"#ATEEZ's #Yunho Confirmed To Have Broken Up With Longtime Girlfriend
https://t.co/1BDo9Fet",4.176091259055681,2.2570131666796076
2077496753608175982,stocksandtax,9389,13,180025,372,@England Same old England. Park the bus and get what you deserve.,3.9726193390596234,2.2566159954248244
1910002904397721892,DonieDarko3,10231,18,115788,8211,"It's Gura's #1 fan, Senzawa https://t.co/lEqbPXiqcT",4.009918084665902,2.2502666600481875
2075732030860485093,pockycats,26659,199,219258,167082,hehe.. feet ^.^ https://t.co/URqCb2Vn1l,4.4258438546567165,2.246866907363547
2075528651781644431,Dexerto,37828,906,10097907,1391145,A man who sold cubes of garbage from Taylor Swift and Travis Kelce's wedding sold out afte,4.57781338036425,2.2433596292133196
2069468974450970821,RevoltMankuyio,9088,46,107672,2652,"This is Erick Shieni lying at the Parliament gate.

Do not shame him , he is watching.

We",3.958468318366944,2.242464974732145
2075227358013862172,WhiteHouse,14390,2044,985117,4994375,"Prioritizing America First foreign policy.

Thanks to President Donald J. Trump's bold lea",4.158060793936605,2.2389827015605315
2070026029675016600,WilliamsRuto,14005,6140,3167625,6945317,"Bro,the BILLIONAIRE you are;HIDING behind 'debts';forcing many months' UNPAID labour slavi",4.146283113159587,2.2272050207835132
2073542232452501977,ricaffeine,8755,6,188659,1020,"😭 I only ever saw jannik, carlos, coco, saba and their leagues doing these walks at this b",3.942256150419465,2.2262528067846654
2073807301304283186,lucien_000298,24778,11,375460,113690,"Saba and Gura are sad because they didn't do their summer vacation homework, so they can't",4.394066248609144,2.215089301315975
891529133854867456,yourhobi,24174,384,0,139980,"Cool handshake 🤝 #jinkook 
@BTS_twt #animonthly 
Please do not re-upload this gif https://",4.3833485177720215,2.2043715704788522
1803369667672572222,Naomikibandi,23665,1307,755531,143175,Matiangi you either come out or we come for you. We need you for President 2027 na sio taf,4.3741065088040125,2.1951295615108433
2076202347550626028,Jvnior,23318,190,636413,179337,"Never forget when Senator Lindsey Graham dismissed hurricane victims to talk about israel
",4.367691297964658,2.188714350671489
2008892469925089570,LauraLoomer,33257,3231,872457,1918767,President Trump should invite Reza Pahlavi @PahlaviReza to meet with him in the Oval Offic,4.5218830704334625,2.187429319282532
2077564030600790357,Alexoo4,8810,9,59540,5993,"@RepOgles Cry harder and cope,  you Nazi magat https://t.co/pwGh3YxmgO",3.9449759084120477,2.185324483794333
2073871206416105630,KatlynNicole26,11723,632,840910,20338,Am I the only one that heard Michelle Obama say that she is a trans man? https://t.co/WypJ,4.069038764986071,2.182548039813589
2077374853976391779,spencerpratt,32788,1502,544885,1343704,"This guy couldn't even sign his own name. He's not writing books. LMAO

Politicians write ",4.515714926414582,2.1812611752636517
2077554618507125180,darthboogey,7764,19,78517,625,@RepOgles Here’s your updated profile picture https://t.co/FF8aq3rKzO,3.8900855267163252,2.1740821830815262
2077380950564929924,georgegalloway,25337,1785,591173,929218,I wish England a thumping victory tonight in the rigged World Cup against the cheats of Ar,4.403755191424458,2.173306270046184
2055224689602015346,thatgalwhitney,11223,41,114516,10584,IEBC wanifungulie nipige kura yangu sahi sahi,4.050108962917868,2.163618237745386
2075272635399696583,DailyNoud,22008,194,366297,142337,PinkPantheress has reportedly purchased an RPG-7. https://t.co/TWQuEq54nv,4.342580577381627,2.1636036300884576
2071304716739330211,zsudeyigit,7514,12,107394,706,Deniz goktas’in bu kadar sahiplenilmesinin bi nedeni de ne kadar ofansif olursa olsun hep ,3.875871190727366,2.159867847092567
2074196092611142114,UTDTrey,30870,2779,3356993,1772731,PRAY FOR SPAIN!!! https://t.co/leSbcOnVh7,4.489536629482095,2.1550828783311644
2075591403279638661,WhiteHouse,11741,2308,389824,4994375,"""The Islamic Republic of Iran has asked us to continue “talks.” We have agreed to do so, b",4.069705088051851,2.1506269956757773
2074561586446860581,RepNancyMace,23851,1830,232887,763718,"Oh, he's your 'kind of man,' @SenWarren? Does this include him allegedly entering a woman'",4.377506592406633,2.1470576710283593
2077141913485066301,coldbrewcaye,7714,19,117299,292,Geçen sene temmuzda atanmamıştım mülakata girmiş öylece bekliyordum annemin kanser olduğun,3.887279634530023,2.1469887411154387
2077677682376982988,uoozarli26,7271,6,110517,1534,ot lafı bile geçtiği an https://t.co/2pQNPvuj1Y,3.861594144643865,2.1455908010090656
1938087664051208394,jmuragengunjiri,7818,115,428178,5171,"Skills za Navy mlitoa wapi, ama ni kuwatch movies. This was so clever in this Maandamano 
",3.893095666096228,2.1334442414785135
2075105802306666919,Kevoh273,7035,133,104339,3030,"Na ukienda kureport mtu police station usisahau kumalizia na"" alisema ata nikimreport haog",3.8472641017707647,2.1312607581359657
2074107637495398882,Bigi_Chima,10081,777,453489,15396,"No need to hate watch this one, he nogo succeed😂😭 https://t.co/9ehGh9BDp9",4.003503614742536,2.1170128895700544
2077211783727559134,ClipperViralHQ,10057,136,1775664,19321,Adrien Broner locked back into boxing mode after losing 11 pounds in 10 days and throwing ,4.002468450128332,2.1159777249558505
2077504634206269742,stylesshottit,6757,18,246083,1228,@England @yyrrnn123231 You can’t stop greatness https://t.co/Eolc71B5Db,3.829753918924975,2.113750575290176
2077427286895153516,Sassafrass_84,21950,5564,143999,637081,"Gosh yes I would. 

She hates America. https://t.co/fMDFPxzVvU",4.3414345245781405,2.1109856031998664
2074915721684086811,SpaceXAI,27746,1500,68864979,2031674,"Announcing Grok 4.5, our first model trained specifically for coding and agents. It was tr",4.443200381940077,2.1087466307891463
2026664063745564976,wogyu_,7352,10,68568,9266,saba~~!! #sabart https://t.co/bZmaStBida,3.8664054983780547,2.1067540737603405
2077510059743920469,bxns_hyfr,7314,27,116646,3169,@FabrizioRomano Subbing Gordon was wrong that’s very easy to say.,3.8641549560020256,2.104503531384311
2077757065443873163,Asodi_23,7283,49,146750,5993,Je lis depuis qq jours qu’il fait une saison moyenne je suis mort de rire c’est le meilleu,3.8623103099542706,2.102658885336556
2077330065348546841,DoIKnowYourFaDa,9449,204,2611045,25716,"Kenzie - melanie told me that she was not into Corbin , but she’s very much into sincere …",3.9753858489894673,2.0888951238169855
2077851338290188648,Antonios_X6,6345,80,257725,635,"This kikuyus have made my day. If you are Luo, kisii and Jaluo bring your head here for so",3.8024316264307236,2.086428282795924
2077794668188770384,TheBHentel,11462,27,669101,50152,Never in my LIFE seen a nigga get investigated for how much he getting paid by a team 😂😂😂😂,4.059260404121731,2.0815367988328832
2074614458802987287,anarcho_cat,9165,27,62011,18140,Wake up https://t.co/atQx5oWCOT,3.9621324692982354,2.0756417441257535
2072641698396565886,amuse,20207,773,1113695,687863,SUICIDAL EMPATHY: Austin has surrendered its $125M library to the homeless. Families aren’,4.305501841464033,2.075052920085759
2074898431315738796,WhiteHouse,9676,2585,312972,4994375,"As President Trump wraps up the 2026 NATO Summit, one thing is abundantly clear: America i",3.985695859689842,2.066617767313768
1983984266125177129,RailaOdinga,9594,547,911318,4819671,"Thank you Former First Lady, H.E. Mama Ngina Kenyatta and your family for joining the nati",3.9819997141298784,2.0629216217538042
2077393641895612574,misvakcaps,19649,350,625817,604856,Namaza başlayan bir gencin seccade almak için girdiği dükkânda karşılaştığı sürprizler zin,4.293340452648696,2.062891531270422
2070056148322091396,Artistreccs,10651,241,9767380,85462,"Hey artists, you do realize that it is perfectly okay to re-upload your art right? Not onc",4.02739038468497,2.049666779396122
2077502228676419859,ScottJenningsKY,18994,4718,1316548,966215,Massie siding with Democrats but ultimately failing to pass a law just about sums up his c,4.278616433667833,2.0481675122895586
2070575208080015735,realMaalouf,18312,5596,1838150,476622,"Can anyone help me understand this? Because I genuinely don’t get it.

LGBT people are imp",4.262735779666486,2.032286858288212
2077495114079821905,NewsWire_US,16082,877,9824266,154882,"314-104, U.S. HOUSE REJECTS AMENDMENT TO CUT OFF ISRAEL AID",4.206340057780067,2.0273631104868977
2074579990893449427,SenMarkKelly,15834,8891,505558,286191,The idea that a president would send troops to polling places to intimidate voters is un-A,4.199590640603693,2.020613693310524
2074943182140276772,GOP_is_Gutless,15806,20663,372735,124147,Anyone have a problem with this? https://t.co/Z41slwyMVI,4.198821977603206,2.019845030310037
2077600605569438159,WallStreetApes,22565,2057,1313309,1383805,Dollywood started their new drink system where you buy a soda and have to scan a QR code t,4.3534353378561645,2.018981586705234
2077502570223096253,Todoenrepud10,7991,11,172478,11397,@England https://t.co/7EBuefA7qo,3.902601130666531,2.0161104054940493
2077738486682001609,wariocolosseum,7952,141,136235,10193,"yall can’t just pick and choose when gen ai is acceptable

the reality is that gen ai is n",3.900476371389257,2.013985646216775
2069860703536546052,Kebaso__,5836,58,68817,5430,Nimekumbuka zile hesabu za primary za Post Office letters buana. Ati one word 5 bob mamae.,3.766115283221414,2.0064638586036994
2077248807533003257,thsottiaux,15138,12991,4100479,275365,Or… what if we gave you $100 in Codex credits if you tell us what you love about GPT-5.6 S,4.180068500901219,2.0010915536080494
2071972062202343590,Etched,9383,623,5966823,39782,"We're coming out of stealth.

We've built our first racks after a successful A0 tapeout, $",3.972341716325748,1.9946181110369003
2072922117759218020,Son_of_Laikipia,9251,70,145558,93244,His Children.                           Our children https://t.co/8bTRWTW0uC,3.966188680956137,1.9884650756672893
1617527130723684352,RailaOdinga,8052,1740,724311,4819671,"We, as Azimio reject the 2022 election results. We can't and won't recognize the Kenya Kwa",3.9059037662166167,1.9868256738405428
1948009523488121013,oj254_oj,5550,148,554571,4776,Esther Arunga did not go crazy but rather she was SILENCED https://t.co/vtWangSUYt,3.7442929831226763,1.984641558504962
2076235115097649314,AJEnglish,7996,127,807919,9922712,Qatar's Father Emir Sheikh Hamad Bin Khalifa Al Thani has died at the age of 74. He ruled ,3.902872785446079,1.9837946930700052
2077496831420887429,SamPhillip70654,4992,63,202876,1458,@England You useless cunts. Why have you got 6 defenders on at 1-0 against argentina. Kys,3.6982745766743674,1.9822712330395682
2076635963699478689,lexy_Boychild,5485,81,524966,7535,"Hii ndo huitwa situational awareness. 😂😂

Be like the guy in Jersey..unaondokea ngori befo",3.73917663191073,1.9795252072930156
2063991402925797415,drunkmoreno0017,14298,32,811202,114916,FANTASY UNLOCKED TALAGA MAKANTOT NG MAGKAPATID. LALO NA PAG IDENTICAL TWIN. SANA NEXT TIME,4.155275292730099,1.97629834543693
2077497513716637810,Maxxiimmuusss,4779,22,187183,81,@England “Hey let’s sit back ind defense for 30 fucking minutes against the former champs!,3.6793370305207937,1.9760669403038162
2072420060551901238,Joe__Bassey,15927,113,156074,375797,She is right 💯 https://t.co/9nRVubACJK,4.202133980060819,1.971685058682545
2070486294904332369,fuegoshawrry777,5337,64,92057,7919,"If Nairobians know what is good for us, that James Gakuya guy should not be voted in as ou",3.7272972028035873,1.967645778185873
2078069430454505604,liz_churchill10,15755,492,75725,888811,"The J6 Committee hid footage, deleted evidence and covered up the stolen election. 

5 Pat",4.1974184075100185,1.9669694861317444
2020533256622600207,DonieDarko3,5306,12,102914,8211,"Sameko Saba / Gawr Gura sings Fly Me To The Moon
がうる・ぐら／鮫子サバが歌う「Fly Me To The Moon」
사메코 사바",3.7247672456463103,1.965115821028596
2077124349476143331,aura_404f,5304,26,166274,4130,@PolitlcsUK Can’t wait to pay taxes for another 40 years to fund everyone else’s retiremen,3.7246035153967165,1.9649520907790021
2041780134618001410,DonieDarko3,5216,33,86575,8211,"Kanye is not the enemy here
Something else is the enemy
- Gawr Gura of Hololive, 2021 http",3.717337582723864,1.9576861581061495
2073252281676661211,World_Insights1,8604,202,1406361,65136,"🇲🇦 Morocco Last 20 Matches

✅ 🇲🇦 Morocco 3–2 🇳🇱 Netherlands
✅ 🇲🇦 Morocco 4–2 🇭🇹 Haiti
✅ 🇲🇦",3.934700401715425,1.956976796426577
2077786899972808734,Thee_mavERIC,8551,60,92321,55492,Tukiwaambia kuiba elections Kenya sahii ni almost impossible mnaanza kutupea wild theories,3.9320169064342014,1.9542933011453536
2077506902481580507,CAALLDAY23,4671,24,19377,1599,@ScottJenningsKY He voted against merging military forces with the modern day Bolsheviks. ,3.669409867287783,1.9534065236529836
2076996593077891136,BicolanoP,4631,74,134233,1169,86 is better than 80. https://t.co/fL6ZjCf3tk,3.665674780993893,1.949671437359094
