post_id,stratum,text,label_gemini,label_claude,rationale_gemini,rationale_claude,hate_involved
2078364957251432535,p_hate_top,@ntvkenya DONT impose Kikuyu tyranny on Kenya. Liberate central Kenya first from the Gachagua dictatorship before imposing your shareholder mind set on Kenya again. You must also GO. Vote yourselves out and don't try to sneak in behind Sifuna or Kalonzo. We are tayad!,neither,hate,"'Kikuyu tyranny' and 'shareholder mind set' used here as harsh political criticism of dominance, rather than dehumanising contempt.","'Kikuyu tyranny' and 'don't try to sneak in behind Sifuna or Kalonzo' transfers the sins of named politicians onto the entire Kikuyu community, declaring them unfit to hold power and demanding their exclusion.",True
2076374704286535912,p_hate_top,@AokoOtieno_ Tutam luo brokers ndio hao with zero development for their people as sharp regions eat big,neither,hate,"Criticising regional politicians ('Luo brokers') for lack of development, an ordinary political grievance.","'Luo brokers with zero development for their people' collectively attributes failure and self-serving behaviour to Luo political figures as a community bloc, stirring ethnic contempt under the NCIC standard.",True
2077265118006554785,p_offensive_top,@iamblinder18 @HammerHamm026 Si watetei kama mjinga.Tena lazima utaje hao shidwe mnarudisha inchi na tiko 21st century,offensive,neither,"Mild personal abuse ('mjinga', 'shidwe') in a political argument, not directed at any protected group.",Frustrated political argument calling an interlocutor foolish; personal rebuke with no ethnic targeting.,False
2074440095537549525,p_offensive_top,"@C_NyaKundiH Matiang'i is a well known corrupt ,an arrogant fellah who's good at ignoring court orders!. These are red flags which Kenyans should not ignore when it comes to election!.. They ignored red flags from Uhuru then Ruto, and today Kenya is at it's worst moment ever!.",neither,offensive,Strong but ordinary political criticism of a leader's track record and character.,"'corrupt', 'arrogant fellah who ignores court orders' - pointed criticism of named politician Matiang'i as an individual, no ethnic transfer.",False
2075830938345390208,p_offensive_top,"@georgediano kwanza Ogada aki, mi hucheka tu. time ya handshake alikuwa na kiburi ajab, maandamano alikuwa na matusi na kejeli mpaka aka abductiwa. saa hii amenyonya msolombo ya KK govt mpaka gag reflux imepotea",offensive,neither,'amenyonya msolombo... mpaka gag reflux imepotea' - sexually crude and degrading language aimed at an individual.,Commentary mocking a named individual (Ogada) for political opportunism across different administrations; personal ridicule with no ethnic group targeted.,False
2075564016030613982,lexicon,"@HonOscarSudi Build Kenya industries and it will ubsolve all its youth, giving them livelihood and pensions at old age. 25k siku moja ama mshahara for the rest of our careers?...Ubaya ni mnafikiriaga kama mende, kukula tu! #RutoMustGo",offensive,neither,"'mnafikiriaga kama mende' - uses a coded/dehumanising pest term ('mende'), but the target is a politician and his allies, not an ethnic group.","'mnafikiriaga kama mende, kukula tu' is directed at politicians/government as a collective for short-sightedness, not at an ethnic community; the broader post is policy criticism with #RutoMustGo.",False
2076366180521066509,p_hate_top,RT @NyabasaDanvas: Gachagua is playing Rutos politics of planting idiots around mt Kenya so that he can control them!!,offensive,neither,'planting idiots' - abusive language aimed at politicians as individuals.,"Criticism of Gachagua's alleged political strategy of installing 'idiots around Mt Kenya' - targets named politicians and their tactics, not the Mt Kenya community as a group.",False
2075965221475127371,p_hate_top,"Kiraitu Murungi is one of those incoherent, corrupt and idiotic Kenyans who were celebrated only because Kenyans are gullible and suffer from memory loss. As the cabinet minister for energy in Mwai Kibaki’s regime, he was more corrupt than a raccoon. He continued mismanaging public resources as governor for Meru. Now, he is peddling myths because of a sinecure chairmanship of a collapsing state corporation. These raccoons should be jailed as an example to the people that corruption should not benefit the corrupt. Shame on you, Kiraitu! #RutoMustGo",offensive,neither,"Extended personal abuse against a single politician: 'incoherent, corrupt and idiotic Kenyans', 'more corrupt than a raccoon'.","'These raccoons should be jailed' is harsh but targets named and implied corrupt politicians as individuals; 'raccoon' is used as an individual insult for corrupt actors, not a dehumanising label for an ethnic group.",False
2070128385582420217,p_hate_top,nikiona bado tukona siku 412 ndo turudishe kasongo home napiga wall head mara mia,neither,offensive,Expression of political frustration about the time left until the next election.,'napiga wall head mara mia' - hyperbolic self-directed frustration about a political timeline; crude but aimed at no ethnic group.,False
2074421916664766632,p_offensive_top,@kingethuk Deputy haiwezi we can’t back old dogs sifuna Tosha,neither,offensive,"'old dogs' is a common political idiom for veteran politicians, not an offensive slur.","'old dogs' is a personal insult directed at named politicians (Sifuna), not an ethnic group.",False
2074562026295160922,p_hate_top,@jmuragengunjiri Kweli wananchi ndio wajinga. For how long will you accepted to be played on? Kasongo shame on you.,neither,offensive,"Frustration with citizens in general ('wananchi ndio wajinga'), no protected group targeted.","'wananchi ndio wajinga' is dismissive but targets the general public and a named individual (Kasongo), not any protected group.",False
2073695682620276759,p_hate_top,@HonOscarSudi Thats pure truth. You guys dont know wamunyoro unless you have worked with him closely. Why are the close guys fleeing one by one from him? The guy is a black mamba same venome like Kasongo. Murima be careful not place him near power. Moi protege,offensive,neither,"Calls an individual politician a 'black mamba' (nyoka), which is a common insult for an individual.","'Black mamba same venom like Kasongo' - snake metaphor applied to a named individual Wamunyoro as a personal character attack, no ethnic group targeted.",False
2074171895155425550,p_offensive_top,"@darrenvickmell3 Bwana , hii ass nilikua niilete home mashaipost",offensive,neither,Contains vulgar/sexual crudeness ('hii ass') unrelated to any protected group.,Unintelligible/ambiguous personal comment; no discernible group attack.,False
2073462829835842029,p_hate_top,"@magwaz3 Utajua hujui, kasongo fucked us long time ago",offensive,neither,"'Utajua hujui' is a veiled threat used here as personal abuse ('fucked us') against an individual, not an ethnic group.","'Utajua hujui' is directed at an individual ('kasongo fucked us') as a personal grievance, not an ethnic group; the NCIC-flagged phrase targets a named individual in context.",False
2075123581617340687,nli_tail,"@Goddie_Ke First female president,my foot 😀😀. But any with the current voter can happen since the same voter elected kasongo as god fearing thief, our thief.",neither,offensive,Criticism of voters ('elected kasongo as god fearing thief') but not grounded in a protected characteristic.,"'God fearing thief' and 'our thief' are sarcastic personal insults aimed at a named official, not at an ethnic community.",False
2078759533309047258,p_hate_top,@undertaker4840 Its still kalongolongo cha mama cha baba but sifuna has momentum n some euphoria like Gusii had on matiangi who appear to get kikuyu thro uhuru magic ward. Pple to watch Gathietha n Kalonzo. Hawa wengine ni batoto bajinga,offensive,neither,"Political analysis mixed with mild personal insults ('batoto bajinga') aimed at politicians, not an ethnic community.",Electoral arithmetic and candidate analysis across multiple communities with no contempt expressed toward any group.,False
2074229490008326329,nli_tail,"@makaumully You analysis is so shallow sir ,kangata is still a gov under UDA ticket,Ruto led UDA campaign while still in jubilee upto the last minute he resigned from jubilee only 6 months to election,I know you are under pressure to have your lazy tribesman kalonzo declared opp candidate",neither,offensive,The phrase 'lazy tribesman' attacks a specific politician rather than transferring the laziness onto the whole tribe.,"'Lazy tribesman kalonzo' edges toward ethnic contempt but the operative insult 'lazy' is directed at Kalonzo as an individual; 'tribesman' is a descriptor, not a collective attack on his community - marginal but individual target dominates.",False
2077929505377878107,nli_tail,"@WhiteHouse LMAO, yet Trump is screaming Democrats cheat, well, when he doesn't win.. he hates half the fucking country",offensive,neither,Contains profanity ('fucking') but targets a political party/figure rather than a protected group.,Criticism of Trump and Democrats as political actors; no protected-characteristic group attacked as a group.,False
2074064350722064604,p_hate_top,@pksalasya You and that Eugene are nonstarters and village leaders. We luhyas only listen to SIFUNA. #sisindiosifuna . Wewe ni mtu useless kabisa🚮,offensive,neither,Personal abuse ('wewe ni mtu useless kabisa') directed at a specific politician.,"Intra-Luhya factional politics asserting Sifuna's supremacy over named rivals; 'useless' is a personal insult, and 'we Luhyas' is electoral bloc assertion, not contempt for another group.",False
2078560059877982681,p_hate_top,@DjSoxxy Unless you live in a cave.... Gachagua is a tribal bigot per excellence!!,neither,offensive,"Criticising a politician as a 'tribal bigot' is an attack on the individual's politics, not hate speech against a group.",'Tribal bigot' is a personal characterisation of Gachagua as an individual; the insult is not transferred onto his ethnic community.,False
2077504719052759058,p_offensive_top,"Mna celebrate hii rigging ya Fifa to hand over world cup trophy to Messi as a retirement victory, IEBC will do that to Ruto na msilie, wajinga sanaaa nyinyi",offensive,neither,"Ordinary political frustration ending in a generic insult ('wajinga sanaaa nyinyi') aimed at the audience, not an ethnic group.",Sarcastic comparison of FIFA trophy politics to IEBC rigging fears; no ethnic group targeted.,False
2074935175117504552,p_offensive_top,@mcpipita @mcpipita Red Hand is asking “how are we supposed to keep the President in check?” 1. When we had a chance to do so kwa Space ya Osama we focused on him “betraying us” and saying “fuck you Murkomen” Uwongo ama ukweli?,offensive,neither,"Contains profanity ('fuck you') directed at a politician, even though it is quoting past behavior.","Commentary on political accountability strategy referencing a named official; 'fuck you Murkomen' is quoted speech within political analysis, not directed hate.",False
