post_id,text,human_label,human_label_v1,human_dehumanisation,human_violence_call,human_ethnic_targeting,human_coded_language,human_confidence,human_rationale,translation_used,pool,label_gemini,flags_gemini,label_cursor,flags_cursor,label_v3_gemini,flags_v3_gemini,label_v3_cursor,flags_v3_cursor
2073703934410064055,"@C_NyaKundiH THIS IS THE BANK USED BY THE KENYA 🇰🇪 FAKE ASS MAFIAS MASTERS DEACONS, RETIRED GOVERNMENT THUGS, CARTELS THIEVES OF FOREIGN ORIGIN THE ENTIRE BANK SYSTEM REMITS FROM UAE DUBAI QATAR FINANCE BILL KICKBACKS HEAVY WEIGHT DOLLAR CASH WASH WASH OFFSHORE ACCOUNTS HANDLERS SHAKAHOLAS.",offensive,offensive,False,False,False,False,low,'FAKE ASS MAFIAS ... THIEVES OF FOREIGN ORIGIN' is an abusive corruption rant with no clearly identifiable protected-group target.,False,split_primary_soft,offensive,[],hate,['ethnic_targeting'],offensive,[],offensive,[]
2075458185784111327,@omwambaKE Why do some Kalenjin look down on Mulembe Nation? Lecturing them as if they shouldn't make their own decisions but follow them like blind goats?,neither,neither,False,False,False,False,low,'Why do some Kalenjin look down on Mulembe Nation ... like blind goats?' questions and condemns ethnic condescension rather than attacking a group.,False,split_primary_soft,neither,[],hate,"['ethnic_targeting', 'dehumanisation']",neither,[],neither,[]
2075237513124249717,@makaumully Nyani haoni kundule! You want to retire Wetangula and Mudavadi but retain the 77 year old gnu whose hair is even falling off in protest at living on an empty head!,offensive,offensive,False,False,False,False,high,'the 77 year old gnu whose hair is even falling off ... living on an empty head' is insulting personal abuse of an individual politician.,False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,['dehumanisation']
2078554444321739167,"@kingethuk Chebukati made Ruto president, Kiluyus have never made anyone president in Kenya without rigging. Election fraud ndio mnajigamba nayo kila election year?",hate,hate,False,False,True,False,medium,'Kiluyus have never made anyone president in Kenya without rigging' collectively accuses an ethnic group of dishonesty.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2076678972264337422,"@Bosieinnocent @MaryK2022 Cry more. Cry baby pumbavu, tutam nonsense writing stupidity. What has your 2term idiot done with Kenyan resources. Running your mouth here yet he's busy making you poor. Fool!!!",offensive,offensive,False,False,False,False,high,'Cry baby pumbavu ... 2term idiot ... Fool!!!' is vulgar personal abuse with no protected-group target.,False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2078257191652384996,@davidjesse_ No he should stay with kindiki to proof that gema is just kikuyu enslaving other tribes pretending gema is something beneficial to everyone yet they can't support someone from gema who is non kikuyu.,hate,neither,False,False,True,False,medium,'gema is just kikuyu enslaving other tribes' stirs collective contempt against Kikuyu.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2071209649001398353,"Kazi ya Wamunyoro ni fitina, ukabila na chuki",neither,neither,False,False,False,False,medium,"'Kazi ya Wamunyoro ni fitina, ukabila na chuki' criticises an individual politician and condemns tribalism.",False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2077657805876506727,"@Kibet_bull And do all Kikuyu support wamunyoro? Listen to Kioni, Ngunjiri wambugu, and a silent majority of the Kikuyu community",neither,neither,False,False,False,False,high,'do all Kikuyu support wamunyoro? ... a silent majority of the Kikuyu community' differentiates within an ethnic group without attacking it.,False,random_remaining,neither,[],hate,['ethnic_targeting'],neither,[],neither,[]
2077779341119717632,"@WHLeavitt A yes. Bomb these demons of terror out of existence. Send in assassin’s, drones, what ever it takes to eliminate these Muslims satanic monsters where ever they are.",hate,hate,True,True,True,False,high,'eliminate these Muslims satanic monsters where ever they are' calls for violence and dehumanises a religious group.,False,agree_hate,hate,"['dehumanisation', 'violence_call', 'ethnic_targeting']",hate,"['dehumanisation', 'violence_call', 'ethnic_targeting']",hate,"['dehumanisation', 'violence_call', 'ethnic_targeting']",hate,"['dehumanisation', 'violence_call', 'ethnic_targeting']"
2073539775634575602,"@kipmurkomen Shame on you useless CS!why can’t you do your job without referring to RiggyG! Kenya is bigger than your personal enemy! Your energy should go to the people of Kenya, to ensure our security is better not verbal diarrhoea everyday Wamunyoro! Give us a break!",offensive,offensive,False,False,False,False,high,'Shame on you useless CS ... verbal diarrhoea everyday' is personal abuse of an official.,False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2073794915306271076,Our kindness is our downfall! We must kick these Somalians out of kenya!,hate,hate,False,False,True,False,high,'kick these Somalians out of kenya' calls for expulsion of an ethnic/national-origin group.,False,agree_hate,hate,['ethnic_targeting'],hate,"['ethnic_targeting', 'violence_call']",hate,['ethnic_targeting'],hate,['ethnic_targeting']
2075730279562445008,@MkenyaMzi Ruto remains the enemy of kenyans. Reports of Uda hiring goons to disrupt hence cancelation of the election were recieved earlier. Wantam is inevitable Ruto must go,neither,neither,False,False,False,False,high,'Ruto must go' is political criticism with no abuse or protected-group attack.,False,random_remaining,neither,[],offensive,[],neither,[],neither,[]
2073526232856003032,"@gpdkaluma Kenya has gone 10× back under goons and ruto, bythe time 2027 inafika July, watu watakuwa wanauwana juu ya wanasiasa wa upuuzi kama wewe. Matakooo",offensive,offensive,False,False,False,False,high,'wanasiasa wa upuuzi kama wewe' insults politicians with no protected-group target.,False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2074470717505114356,@makaumully It’s time we remind Kalonzo fanatics that the tseikuru man cannot lead Kenya anywhere. Kenya is ripe for leaders not just tribal cons. Ruto is the last tribal con to win presidency,offensive,neither,False,False,False,False,medium,'tribal con' insults individual politicians without an identifiable protected-group target.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,"['ethnic_targeting', 'coded_language']"
2075640630806769671,"Mbaba mjinga sana,..na mnasema huyu ni option?",offensive,offensive,False,False,False,False,high,'mjinga sana' is personal abuse of an individual.,False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2074428625701478787,"On 5th July, 1969, they killed Tom Mboya; then took the Wamera Oath drinking blood naked and swearing that the Presidency shall never go to Luoland. In 1969, they massacred Luos in Kisumu and later put Jaramogi under House Arrest. In 1992, they split FORD and stopped Jaramogi Oginga Odinga’s ascendancy to presidency. In 2005, they killed Dr. Odhiambo Mbai, the Chairman of the Devolution Committee at the Bomas of Kenya. In 2007, they blocked Raila’s presidency and swore defeated Kibaki as President in the night In 2017, they killed Dr. Chris Musando, Baby Pendo and several Luos and again rigged Raila’s election to continue Uhuru Kenyatta’s tribal and corrupt rule. In 2022, they voted for Ruto to block Raila from becoming President. In 2024, they left Ruto just because he made peace with Raila and included all Kenyans including Luos in his government. They hate us. Any political arrangement we have with them only works when it is only them to benefit. We are tired of being used. We will no longer be used as if we’re second class citizens. We are equal citizens with our own independent political choices. Orengo & Babu; our people are with President Ruto. Support your in-law Gachagua to continue their domination alone.",neither,hate,False,False,False,False,medium,'massacred Luos ... We are equal citizens' recounts historical discrimination without attacking a protected group.,False,split_primary_hard,hate,['ethnic_targeting'],neither,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2077835053472555505,"Ambieni Ruto aache mafeelings za OLKALOU 😂 boat ni kitu ya kutunyanganya?😂Ama wanangojea mp mwingine akufe😂 kwanza vyenye wameita cousin yetu SIFUNA maskini juu ni mtoto wa Mwalimu kanduyi,watajua hawajui, mlima loves the oppressed #RutoMustGo #SisiNdioSifuna #BaBuKwaSababu #RekeTumanwo #CuzoForCuzo 🇰🇪",neither,neither,False,False,False,False,medium,"'watajua hawajui ... mlima loves the oppressed' is political taunting banter, not a protected-group attack.",False,split_primary_soft,neither,['coded_language'],hate,"['violence_call', 'coded_language']",offensive,['coded_language'],neither,[]
2073937847078342672,"@LlewellynOuya THE MAIN MAJOR THUGGISH GOONS ARE PART OF THE ILLEGITIMATE GOVERNMENT IN CAHOOT WITH RETIRED GOONS FAKE ASS MAFIAS MASTERS, DEACONS CARTEL THUGS OF FOREIGN ORIGIN COLONIAL GARBAGE DOLLAR CASH WASHERS OFFSHORE ACCOUNTS HANDLERS FROM FINANCE BILL KICKBACKS SHAKAHOLA OWNERS.",offensive,offensive,False,False,False,False,high,"'THUGGISH GOONS ... COLONIAL GARBAGE' is abusive rant against government figures, no protected group.",False,split_primary_soft,offensive,['coded_language'],hate,['ethnic_targeting'],offensive,[],offensive,[]
2073638950346887473,"@Dr_AustinOmondi First two coments ni kama wale wabunge wa opposition waki discuss finance bill 😂 , they know nothing 😂",neither,neither,False,False,False,False,high,'they know nothing' is mild political mockery without abuse.,False,random_remaining,neither,[],offensive,[],neither,[],neither,[]
2077821568801992786,@Habiib94 Les khels leur rôle c'est de dévergonder les femmes musulmanes ok dirait toujours eux pour faire des trucs bizarre comme ça,offensive,hate,False,False,False,False,low,'dévergonder les femmes musulmanes' is a contemptuous claim whose attacked target is unclear in the supplied text.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2074761307786563960,@therealantoh Because your naive na mko na ujinga mingi sana.mna thani juu baba ali kufa tuta kua ma slaves wenu.the only mistake sifuna has done niku pendwa na wakikuyu.shame on you.we wount be your slaves anymore kaeni na oburu wenu.!!!wata waletea 2 term then yull see what will follow,offensive,hate,False,False,False,False,medium,"'ujinga mingi sana' insults the addressee amid Luo-Kikuyu grievance, no collective protected-group attack.",False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],offensive,[],hate,['ethnic_targeting']
2074501128243310816,@KenyanSays Chinese are the real untouchable cartel in Nairobi right now,hate,neither,False,False,True,False,medium,'Chinese are the real untouchable cartel' ascribes corrupt-cartel status collectively to a national-origin group.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],hate,['ethnic_targeting'],neither,[]
2078436104378683482,Jaluos should come here and see how expensive a Kikuyu vote is. You don't get development simply by yapping Tutam. The ballot has its own language.,hate,neither,False,False,True,False,medium,'Jaluos ... yapping Tutam' ridicules Luo voters collectively.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2074953217457160275,"@pksalasya Ww ni mshenzi wa huko mumias with less than 40k votes,what are you before Sifuna and what can you advise a national leader on??ww chezea huko ushago..swine!!",offensive,offensive,True,False,False,False,high,"'swine' and 'mshenzi' dehumanize an individual, not a protected group.",False,agree_offensive,offensive,[],offensive,[],offensive,['dehumanisation'],offensive,['dehumanisation']
2075293544747589651,@AlionyaRoseline Punda za Sifundu Nyamkundu zimekasirika vibaya sana😂😂😂 finyaaa hizo ghasia wamunyoro ass lickers.. Linda gachietha,offensive,offensive,True,False,False,False,medium,"'Punda za Sifundu' (donkeys) dehumanizes political supporters, no protected-group target.",False,split_primary_soft,offensive,[],hate,"['dehumanisation', 'ethnic_targeting']",offensive,['dehumanisation'],hate,"['dehumanisation', 'ethnic_targeting']"
2077981698722062546,"@femmepov1234 @KagweNahashon @MiskellahMD @WilliamsRuto @KindikiKithure 2024 was a Kikuyu uprising against a none Kikuyu president who had started cossying up with ""jaruos"". Finance bill was just an excuse. In fact 99% them didn't read that finance bill. We aren't that dumbt mtu wangu.",neither,neither,False,False,False,False,medium,'2024 was a Kikuyu uprising against a none Kikuyu president' is ethnic-bloc analysis without collective contempt.,False,split_primary_soft,neither,[],hate,"['ethnic_targeting', 'coded_language']",neither,[],neither,[]
2070197041834099079,"I mentioned what I am trying to accomplish - and yesterday, IGNORANT LOW IQ INCOMPETENT CAROLINE WANGA, GENOCIDE LOW IQ SEXIST MISOGYNIST RUTO, GENOCIDE LOW IQ MISOGYNIST MATIANGI, IGNORANT GACHAGUA, KALONZO positioned an ASSET for PROPAGANDA. I played along. Never a dull moment",offensive,offensive,False,False,False,False,high,'LOW IQ ... MISOGYNIST RUTO' abuses named politicians without a protected-group target.,False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2071303881812762644,@ConradKulo Miguu ya waKenya ni ya KUPIGWA RISASI. Ya Kasongo ni ya KURANDARANDA KWA TAXES ZETU.,neither,neither,False,False,False,False,medium,"'Miguu ya waKenya ni ya KUPIGWA RISASI' criticises citizens being shot while Ruto wastes taxes, no protected-group attack.",False,random_remaining,neither,[],offensive,[],neither,[],hate,"['ethnic_targeting', 'coded_language']"
2070789538486653028,@Adele_lide Mnakuwanga wajinga 🤣🤣🤣 it's like CS Interior today reports to Kindiki and not Ruto......Luos are just special,hate,hate,False,False,True,False,low,sarcastic 'Luos are just special' ridicules the ethnic group collectively.,False,split_primary_hard,hate,['ethnic_targeting'],offensive,[],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2074810970208178681,@Hii_ni_kanairo @pksalasya Sifuna hates kikuyus. 🤦‍♂️,neither,neither,False,False,False,False,high,'Sifuna hates kikuyus' reports an individual's alleged stance without attacking Kikuyu.,False,random_remaining,neither,[],neither,[],neither,[],neither,[]
2076645849682035161,@Adele_lide Total chaos and madness is mulima,hate,neither,False,False,True,True,low,'chaos and madness is mulima' ascribes contempt to the coded Mt Kenya bloc.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2075280611275636919,"@itskipronoh hawa watrukana wawili , yule wa iebc na sasa huyu registrar wa political parties they can do anything to please kasongo",neither,offensive,False,False,False,False,low,'hawa watrukana wawili ... to please kasongo' accuses two officials of bias without collective ethnic attack.,False,split_primary_soft,offensive,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2074325600966263215,@FGaitho237 How can one put up such a big hotel in Marurui seriously? These so called billionaires don’t pay their loans.,neither,neither,False,False,False,False,high,'billionaires don’t pay their loans' is criticism with no abuse or protected-group target.,False,random_remaining,neither,[],neither,[],neither,[],neither,[]
2075865040775745703,"@DmkMachaa @nikirich7 @ItsChanzu Mnaogopa watawipe influ3nce ya that tribal bigot gachietha😹 in a week...io mlima watapanda, acha wapige signing moja ya ndindi mtushow poa nyi umbwa za gachietha",offensive,offensive,True,False,False,False,medium,"'umbwa za gachietha' (dogs) dehumanizes Gachagua's supporters, an individual/political target.",False,random_remaining,offensive,[],offensive,[],offensive,['dehumanisation'],offensive,['dehumanisation']
2074266597699563524,"@BernardKavuli Gachagua is a pure tribalist,",neither,neither,False,False,False,False,high,'Gachagua is a pure tribalist' is political criticism of an individual.,False,random_remaining,neither,[],neither,[],neither,[],neither,[]
2076977122032148657,@gabrieloguda He's on point but the problem is those wamunyoro guys.,neither,neither,False,False,False,False,medium,'the problem is those wamunyoro guys' blames a political faction without abuse or protected-group attack.,False,split_primary_soft,neither,['coded_language'],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2074496419763716480,@NelsonHavi Wewe ni malaya...hujaongea ya matiangi tge ruaraka land thief,offensive,offensive,False,False,False,False,high,"'Wewe ni malaya' is vulgar personal abuse of a politician, not a protected-group attack.",False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,[]
2073562114812219828,"@gabrieloguda In 2027 ,even if Luos demonstrate 36 hours a day, they'll not be allowed in government if this is the behavior,watakaa opposition na kasongo forever",hate,hate,False,False,True,False,medium,'even if Luos demonstrate ... they'll not be allowed in government' excludes an ethnic group from power as a group.,False,split_primary_hard,hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2078777466915639784,"@Kihoto13840421 @Kenyans In Ol-Kalau, the ignorant Kikuyus elected a man from a party led by a group of foolish crooks who have no agenda, or articulated solutions for the economic challenges Kenyans face, driven solely by tribalism. A foolish person is likely to be a tribalist, as tribalism often stems-",hate,neither,False,False,True,False,high,'the ignorant Kikuyus' attributes ignorance and tribalism collectively to an ethnic group.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2074637265083515124,"RT @Western_Wolf8: Tribalist want to sell Kalonzo as their presidential candidate. While Kenyans want Edwin Watenya Sifuna. Kikuyus on their own even with help of kambas,won't defeat William Ruto with the help of uncivilized Luos,they won't,we will watch while William Ruto massacres them from our TVs.",hate,hate,False,True,True,False,medium,'uncivilized Luos ... we will watch while William Ruto massacres them' ridicules Luos and relishes their massacre.,False,agree_hate,hate,"['violence_call', 'ethnic_targeting']",hate,"['ethnic_targeting', 'violence_call']",hate,"['dehumanisation', 'violence_call', 'ethnic_targeting']",hate,['ethnic_targeting']
2074141175628349532,@Paul_Muite Kikuyus are currently the biggest consumers of fake news because they follow a brainless donkey.,hate,hate,False,False,True,False,high,'Kikuyus are ... the biggest consumers of fake news' attributes gullibility collectively to an ethnic group.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2077872296585556094,@WHLeavitt Can we get an opposition army (not us soldiers) on the ground in there to kick the shit out of the fucking IRGC?,offensive,offensive,False,True,False,False,high,"'kick the shit out of the fucking IRGC' calls for violence against a state military institution, not a protected group.",False,random_remaining,offensive,['violence_call'],offensive,[],offensive,['violence_call'],offensive,['violence_call']
2077106783101886740,@Hon_Njeri_Maina Wamunyoro will turn you into a tasteless cunt,offensive,offensive,False,False,False,False,high,'turn you into a tasteless cunt' is vulgar personal abuse of an individual.,False,split_primary_soft,offensive,[],hate,['ethnic_targeting'],offensive,[],hate,['ethnic_targeting']
2076771660301050170,"@jaokojohnmark Naomba kazi aki ? Weka hao tumbako kwa shimo ya mboro wataongea kama redio ? @murkomen @DCI_Kenya hizi games mnatuchezea tutawachezea kabaya,Acheni ufala ,, let's be fair kasongo ni wantam #SisiNdiosifuna",offensive,offensive,False,False,False,False,medium,'Weka hao tumbako kwa shimo ya mboro' is crude political abuse with no protected-group target.,False,random_remaining,offensive,[],offensive,[],offensive,[],offensive,"['violence_call', 'coded_language']"
2075016740526813244,"Omwansa shouldn't have been in that bench, he's shallow, emotional and stupid. Nikama kukaa katikati ya machopi wawili na wewe ni dwanzii😀 #JKLive.",offensive,offensive,False,False,False,True,low,"Personal abuse of Omwansa ('shallow, emotional and stupid') with a coded 'machopi' aside that the text does not develop into a group attack.",False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2077467710628200591,@comogolla @rigathi Jaluo mjinga. Sai nyie Ni goons. Sisi watu wa Bomet tunasema Wantam!. Wamunyoro may not be the option. Mnandi arudi sugoi.,hate,hate,False,False,True,True,high,'Jaluo mjinga' directly insults a person by their ethnicity and 'Mnandi arudi sugoi' tells Nandi to go back.,False,agree_hate,hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting'],hate,['ethnic_targeting']
2076658020180709846,"@0792028447jack @DrDennisOuma Mimi chakisii, kasongo is the easiest opponent to defeat, luos dont vote 😁😂😂matiangi is the 6th sijui mtafanya aje once akiwa sworn in ju we're neighbours, kisii maendeleo itakua tele na sehemu sote ke,mtapaki opposition na kales (the nilotes)",neither,neither,False,False,False,False,low,'luos dont vote ... mtapaki opposition na kales' is dismissive ethnic-bloc electoral banter rather than an attack.,False,random_remaining,neither,[],neither,[],neither,[],hate,['ethnic_targeting']
2078682659434238407,@jeremycorbyn What about the genocide by Islamic regime in Nigeria genociding Christian’s hamas startedvit did you see what they did to start this war they took a woman from the kabutz raped her and paraded her in a truck around Gaza they beheaded peop l why don’t you blame hamas for stating,neither,neither,False,False,False,False,medium,'why don't you blame hamas' argues about and condemns atrocities rather than inciting against a protected group.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],offensive,['violence_call']
2070591871823286775,"@Maryian96 As a blinded thick head Wamunyoro supporter, you would never get it",offensive,offensive,False,False,False,False,high,'blinded thick head Wamunyoro supporter' is personal abuse of a political supporter.,False,agree_offensive,offensive,[],offensive,[],offensive,[],hate,['ethnic_targeting']
2077175292821397851,@wambosue We know Kindiki is not an Okuyu and he's from Mt Kenya East that's why we support him.Our issues is only with Okuyu in Mt Kenya West not Wameru in Murima East.,neither,neither,False,False,False,False,low,'Our issues is only with Okuyu in Mt Kenya West' states tribal political alignment without abuse or contempt.,False,split_primary_soft,neither,[],hate,['ethnic_targeting'],neither,[],hate,['ethnic_targeting']
2076006126361931944,"@NjiruAdv Kikuyus can elevate Gachagua as the IEBC Chairperson. They can sing the Wantam slogan day in, day out, but President William Ruto is unstoppable. After his next swearing-in, Kikuyus can decide whether to continue with the Wantam slogan or advocate for secession. Tribalists",hate,hate,False,False,True,False,medium,'Kikuyus can ... advocate for secession. Tribalists' collectively labels an ethnic group with contempt.,False,split_primary_hard,hate,['ethnic_targeting'],neither,[],neither,[],hate,['ethnic_targeting']
2074463003412517107,@rigathi @pksalasya 😂😂mna receive hadi moles wenzenu. Sifuna is the president. It's either Sifuna or Ruto retains. We know ngahu salasya is angry that his fellow luhya is about to be president na yeye ni bangi tu.,offensive,offensive,False,False,False,False,medium,'yeye ni bangi tu' is personal abuse of Salasya; the Luhya mention is neutral electoral framing.,False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
2074532517055513012,"@rigathi Ol kalao Tokelezea ushape roundi moja mweenda, uue hizo Nyoka na mayai Zake",offensive,hate,True,True,False,True,low,"'uue hizo Nyoka na mayai Zake' is an eliminationist snake threat whose target is a locality, not an explicitly named protected group.",False,agree_hate,hate,"['dehumanisation', 'violence_call', 'coded_language']",hate,"['dehumanisation', 'violence_call', 'coded_language']",offensive,"['dehumanisation', 'violence_call', 'coded_language']",offensive,"['dehumanisation', 'violence_call', 'coded_language']"
2074464195647574200,@orengo_james Nyatieng you're a Coward ConMan,offensive,neither,False,False,False,False,high,'you're a Coward ConMan' is personal abuse of an individual.,False,random_remaining,neither,[],offensive,[],offensive,[],offensive,[]
2074813109097668817,@Kenyans What a stupid old man!,offensive,offensive,False,False,False,False,high,'What a stupid old man!' is a personal insult with no protected-group target.,False,agree_offensive,offensive,[],offensive,[],offensive,[],offensive,[]
