post_id,stratum,text,label_gemini,label_claude,rationale_gemini,rationale_claude,hate_involved
2074808762557214841,p_hate_top,@Wambuib4sky Kikuyu women have been selling out their community since circa 1849 when Johann Ludwig Krapf and Johannes Rebmann journeyed inland and became the first Europeans to see Mount Kenya. Eloi Eloi! 🤦‍♂️🤦‍♂️,neither,hate,Expresses historical and political grievance against an intersectional group ('Kikuyu women') but stops short of dehumanisation or incitement.,"'Kikuyu women have been selling out their community since circa 1849' - collective betrayal accusation against Kikuyu women as an ethnic-gender group, stirring intra- and inter-ethnic contempt.",True
2075315988665352659,p_hate_top,Luyhas are waking up to the reality that Sifuna is a Kikuyu/Gachagua puppet to return power to Mt. Kenya and continue Kikuyu ethnic domination!,neither,hate,Uses strong ethnic-bloc framing ('Kikuyu ethnic domination') as part of ordinary political criticism and coalition talk.,"'Kikuyu ethnic domination' framed as a threat against Luhyas - portrays an ethnic community as collectively pursuing domination, stirring inter-ethnic contempt.",True
2069223555967893778,p_hate_top,"@Smith_JeffreyT @euobs Tanganyika is a terrorist country, for years they have killed Zanzibar People every election and after the election, Everyone should live with their own country like Kenya, Uganda, Congo etc., let's remaining good neighbors! ✍️✍️✍️ #socialjustice #crackdown #Zanzibar 🚨 +259 🤗",neither,hate,"Political criticism and accusations against a neighboring country's government, not Kenyan ethnic hate speech.","'Tanganyika is a terrorist country' and 'they have killed Zanzibar People' dehumanises an entire national/regional community and frames them as violent aggressors, attacking on the basis of national/regional origin.",True
2074546669870346563,p_hate_top,"@rigathi Huu upusu wa uguruki,,, Diaspora gani? 6th ya viusasa, nobody wants anything to do with Kikuyu president or Kikuyu project. You fear being in nbi,unajua kasongo,umekuwa na msongo wa mawazo(Dorcas combined project=DCP).",neither,hate,"Standard ethnic-bloc political commentary rejecting a 'Kikuyu president', which is ordinary political discourse.",'Nobody wants anything to do with Kikuyu president or Kikuyu project' frames an ethnic group collectively as undesirable in national politics - ethnic exclusion rhetoric.,True
2075755444837233030,p_hate_top,"@SanghamitraLIVE Fancy English will neutralise the fact that you were a tmchee shit. Same Islamic party of tmc responsible for sandeshkhalli, Murshidabad violence and thousands of Hindus killing and rape in last 15 specially in pre and post election violence.",offensive,hate,"Vulgar insult ('tmchee shit') in the context of Indian politics, not related to Kenyan ethnic hate.",'Islamic party responsible for Hindus killing and rape' attributes collective communal violence to a religious community - religious-group dehumanisation and incitement in an Indian electoral context.,True
2077118713535303901,p_hate_top,@maryiajoan @Saharasenior How did Kikuyus forget this massacre? How did they give power to the killer who raped their women and killed their fathers? I know why! Pride and Hate of Raila is what has made you drown! Learn or perish!,neither,hate,"Harsh criticism of an ethnic group's political memory and voting choices, which falls under robust political debate rather than hate.",'Pride and Hate of Raila is what has made you drown' collectively attributes political blindness to Kikuyus as a group and frames their choices as leading to self-destruction - stirring ethnic contempt.,True
2078364957251432535,p_hate_top,@ntvkenya DONT impose Kikuyu tyranny on Kenya. Liberate central Kenya first from the Gachagua dictatorship before imposing your shareholder mind set on Kenya again. You must also GO. Vote yourselves out and don't try to sneak in behind Sifuna or Kalonzo. We are tayad!,neither,hate,"Harsh ethnic-bloc political criticism concerning 'Kikuyu tyranny' and 'shareholder mind set', but contains no slurs or calls for violence.",'Kikuyu tyranny' frames an entire ethnic group as oppressors and demands they not 'sneak in' - ethnic exclusion framing that goes beyond criticism of individual politicians.,True
2076995747472343534,p_offensive_top,@CCarusheey The united opposition will settle to support Sifuna. Bwana Salasya will have to campaign for his presidential candidate Edwin sifuna. Kijana silly sana,offensive,neither,Personal insult towards an individual politician ('Kijana silly sana').,"Coalition and electoral speculation about Sifuna; 'kijana silly sana' is a mild personal jibe, not group-based.",False
2074421916664766632,p_offensive_top,@kingethuk Deputy haiwezi we can’t back old dogs sifuna Tosha,neither,offensive,"Uses 'old dogs' to dismiss older politicians, lacking ethnic targeting or severe offense.",'Old dogs' is a personal insult directed at Sifuna as an individual with no ethnic grounding.,False
2075965221475127371,p_hate_top,"Kiraitu Murungi is one of those incoherent, corrupt and idiotic Kenyans who were celebrated only because Kenyans are gullible and suffer from memory loss. As the cabinet minister for energy in Mwai Kibaki’s regime, he was more corrupt than a raccoon. He continued mismanaging public resources as governor for Meru. Now, he is peddling myths because of a sinecure chairmanship of a collapsing state corporation. These raccoons should be jailed as an example to the people that corruption should not benefit the corrupt. Shame on you, Kiraitu! #RutoMustGo",offensive,neither,"Personal insult and abusive language towards a specific politician, calling him a raccoon.","'Raccoons' applied to corrupt politicians as individuals, not to an ethnic or protected group - political corruption criticism of named individual Kiraitu Murungi.",False
2074562026295160922,p_hate_top,@jmuragengunjiri Kweli wananchi ndio wajinga. For how long will you accepted to be played on? Kasongo shame on you.,neither,offensive,"Calls citizens fools ('wananchi ndio wajinga') in a political context, not an attack on a protected group.",'Wajinga' (fools) directed at a general audience and 'shame on you' at a named individual; crude but not group-based hate.,False
2076366180521066509,p_hate_top,RT @NyabasaDanvas: Gachagua is playing Rutos politics of planting idiots around mt Kenya so that he can control them!!,offensive,neither,"Calls politicians 'idiots', a personal insult not grounded in a protected characteristic.","Political criticism of Gachagua's strategy of 'planting idiots around Mt Kenya' - naming the region is electoral-bloc framing, not an ethnic attack.",False
2075564016030613982,lexicon,"@HonOscarSudi Build Kenya industries and it will ubsolve all its youth, giving them livelihood and pensions at old age. 25k siku moja ama mshahara for the rest of our careers?...Ubaya ni mnafikiriaga kama mende, kukula tu! #RutoMustGo",offensive,neither,"'mnafikiriaga kama mende' uses 'mende' (cockroaches) as an insult for politicians' greed, not targeted at an ethnic group.","'mnafikiriaga kama mende, kukula tu' is a simile criticising politicians' mentality (greed), not dehumanising an ethnic group; paired with a policy argument and #RutoMustGo.",False
2073976259613274273,nli_tail,@linc_ke3 I'm seeing government paid bloggers trying to create a war against him with that low-IQ Didmus Barasa.,offensive,neither,Personal abuse aimed at an individual politician ('low-IQ Didmus Barasa').,"Political commentary accusing government bloggers of fomenting conflict; 'low-IQ' is a passing personal insult, no protected group targeted.",False
2074935175117504552,p_offensive_top,@mcpipita @mcpipita Red Hand is asking “how are we supposed to keep the President in check?” 1. When we had a chance to do so kwa Space ya Osama we focused on him “betraying us” and saying “fuck you Murkomen” Uwongo ama ukweli?,neither,offensive,"Quotes someone else's profanity ('fuck you Murkomen') during meta-political discussion, rather than using it as a direct attack.","'fuck you Murkomen' - quoted personal profanity aimed at an individual politician; author is making a political accountability point, no ethnic targeting.",False
2074171895155425550,p_offensive_top,"@darrenvickmell3 Bwana , hii ass nilikua niilete home mashaipost",offensive,neither,Contains generic sexual crudeness ('ass') without a group-based target.,Appears to be a benign personal comment about bringing content home; no political or group-targeting element.,False
2072416899091018001,p_offensive_top,@PeterKariukiKE Sifuna is a coward. He wants to negotiate a less stressful job in a coalition government.. totally lacks ambition and direction,offensive,neither,Direct personal insult ('coward') aimed at an individual politician.,"'Coward', 'lacks ambition and direction' - personal political criticism of Sifuna as an individual, no protected characteristic.",False
2073462829835842029,p_hate_top,"@magwaz3 Utajua hujui, kasongo fucked us long time ago",offensive,neither,"Profane language ('fucked us') and a veiled threat ('Utajua hujui') addressed to an individual, with no ethnic group targeted.","'Utajua hujui' is directed at an individual ('kasongo') as a personal grievance, not a veiled threat against an ethnic group; no protected characteristic targeted.",False
2073695682620276759,p_hate_top,@HonOscarSudi Thats pure truth. You guys dont know wamunyoro unless you have worked with him closely. Why are the close guys fleeing one by one from him? The guy is a black mamba same venome like Kasongo. Murima be careful not place him near power. Moi protege,offensive,neither,"Insults an individual politician as a 'black mamba' (snake) in a personal, non-ethnic capacity.","'Black mamba same venom like Kasongo' - snake metaphor applied to a named individual (Wamunyoro), not an ethnic group; political character warning.",False
2074902128938627101,p_offensive_top,"@Naomikibandi Like a hardcore rapist, Kasongo is desperately trying to penetrate hearts of OlKalou constituents using cash, gas cylinders &amp; projects Wanjiku is least interested in. Kasongo, OlKalou ppl will resolutely refuse to be raped by a regime that has taxed Wanjiku into abject poverty",neither,offensive,"Harsh political criticism using an extreme metaphor ('hardcore rapist', 'refuse to be raped'), targeting a regime rather than a protected group.","Repeated rape metaphor applied to Kasongo's political conduct toward constituents - sexually crude and degrading personal attack on an individual, not grounded in a protected characteristic.",False
2076262757708529686,p_hate_top,Eloi!Baba Amka and see what state funeral has caused your community they are now goons When did we go so low as luos going to attack your own yawa!! #SisiNdioSifuna,neither,offensive,"Laments intra-community political violence ('luos going to attack your own'), rather than attacking the ethnic group itself.","'goons' applied to Luos attending a rival event is intra-community political rebuke of individuals, not a dehumanising ethnic attack; crude but not group-based hate.",False
2077929505377878107,nli_tail,"@WhiteHouse LMAO, yet Trump is screaming Democrats cheat, well, when he doesn't win.. he hates half the fucking country",offensive,neither,Contains profanity ('fucking') used in a general political context.,"Criticism of Trump's claims about Democrats cheating; political commentary, no protected-characteristic attack.",False
2074852564013633611,p_offensive_top,"@Wakabando Utaambia watu nini inauguration ya 2nd term ya his excellency? Ama mtahama kenya mkiwa na tribal monger? You're a perfect example of a lousy leader,tembea kikuyu constituency ujionee venye wanaume hufanya maendeleo. #Wirawarie,tutam ride or die.",offensive,neither,"Personal abuse calling a leader 'lousy' and a 'tribal monger', without attacking a protected characteristic.","Challenge to a political opponent to observe constituency development; 'tribal monger' is an accusation against an individual, and praising Kikuyu constituency work is positive not attacking.",False
2078283027940000223,p_hate_top,@Dennis_Itumbi02 The tone you set is what the citizens are against. No one is against anyone getting what is rightfully theirs. Ruto has more Kikuyus Uhuru but Gachagua ndio mkabila. Mkaita wamama malaya na watoto chokora. Ni tabia zenyu watu hawapendi ndio tunasema malizeni muende na mtaenda.,neither,offensive,"Political criticism that quotes offensive language ('malaya', 'chokora') in order to condemn the opponents' behavior.",'Mkaita wamama malaya na watoto chokora' - accuses Gachagua's camp of calling women prostitutes and children street kids; sexually degrading language aimed at political opponents rather than an ethnic group.,False
2077265118006554785,p_offensive_top,@iamblinder18 @HammerHamm026 Si watetei kama mjinga.Tena lazima utaje hao shidwe mnarudisha inchi na tiko 21st century,neither,offensive,"Mild insults ('kama mjinga', 'shidwe') directed at individuals in a political argument, not rising to the level of group hate or severe offense.","'mjinga', 'shidwe' - personal insults directed at an individual interlocutor, no ethnic group target.",False
2077291502028329037,p_hate_top,"@Pchumba__sawe 25% Nandi,20% keiyo,15% kipsigis n Marakwet n Tugen. 40% Luhya/Kikuyu/Luos. Mandago got in thro Raila. Murkomen ashike makende ya Oburu with pliers ya Harambee house for kavirondo n we add In laws Kikuyu tunangoea mandago arudi huko Soi alime mahindi. Ngojea hapo",offensive,neither,"Contains extreme sexual vulgarity ('ashike makende ya Oburu with pliers') alongside ethnic political arithmetic, but no group-based hate.","Ethnic-bloc electoral arithmetic ('25% Nandi, 20% keiyo…') with a crude personal jab at Murkomen; 'ashike makende' is vulgar but aimed at an individual, and 'arudi huko Soi' is political not expulsion-framing.",False
2074007509157753096,p_offensive_top,"Na rujinga rwingine rwa linda mwananchi wants to give us conditions yet they can't control politics of their own county of bungoma .I will not allow those juveniles to bring confusion in the united opposition, if they have balls let them run for presidency but as united opposition we are focused on the goal ,they will not bring chest thumping without even consulting with Riggy. If they think they can bring conditions and disunity in the united opposition they better go on their own or remain in broadbased hatutawabembeleza 😆 😂 😆 😂 😆",offensive,neither,"Mild personal insults ('rujinga rwingine', 'juveniles') used in political criticism, not group-based hate.","Intra-coalition political argument about Bungoma politicians and opposition unity; 'juveniles' is dismissive political rhetoric, no ethnic group attacked.",False
2074937487290401095,p_offensive_top,"@citizentvkenya @KoinangeJeff @AyubAbdikadir Morara kebaso, where is our party, our money that we raised &amp; our Prado. You are an opportunist ! We helped you build profile only for you serve intrests of other political actors. you are a kasongo boy.NKT!",offensive,neither,"Personal insult calling someone an 'opportunist', directed at an individual politician.","Personal political grievance against Morara Kebaso for betrayal of supporters; 'kasongo boy' is a slang slight at an individual, no protected characteristic.",False
2075752226057011616,p_offensive_top,@ledamalekina Wewe nyamaza.... You disgrace my community so just stick to tutam,neither,offensive,"Political criticism telling an individual they 'disgrace my community', which does not constitute group-based hate.","'You disgrace my community' is a personal rebuke directed at an individual; no group-based attack, though mildly insulting.",False
2075830938345390208,p_offensive_top,"@georgediano kwanza Ogada aki, mi hucheka tu. time ya handshake alikuwa na kiburi ajab, maandamano alikuwa na matusi na kejeli mpaka aka abductiwa. saa hii amenyonya msolombo ya KK govt mpaka gag reflux imepotea",offensive,neither,Sexually explicit and vulgar insult ('amenyonya msolombo... mpaka gag reflux imepotea') aimed at an individual.,"Mocking commentary on a named individual's political opportunism ('amenyonya msolombo'); personal ridicule, no ethnic or group targeting.",False
