post_id,stratum,text,label_gemini,label_cursor,rationale_gemini,rationale_cursor,hate_involved
2072386645114917221,p_hate_top,@madam_CX5 Why are most Luos suddenly so clever and philosophical?;🤣 na bado itawauma Sana #sisindioSifuna atutambui uyo Oburu wenyu🚮,neither,hate,"Mild political banter and stereotyping ('clever and philosophical') aimed at an ethnic voting bloc, falling short of hateful contempt.","'Why are most Luos suddenly so clever and philosophical?' with laugh emoji - sarcastic ethnic mockery, NCIC ridicule.",True
2075280611275636919,p_hate_top,"@itskipronoh hawa watrukana wawili , yule wa iebc na sasa huyu registrar wa political parties they can do anything to please kasongo",offensive,hate,'hawa watrukana wawili... they can do anything' attacks two specific officials rather than attributing contempt to the whole Turkana community.,'hawa watrukana wawili... they can do anything to please kasongo' - ethnic targeting of officials based on ethnicity.,True
2075991898351919369,p_hate_top,Grow the fuck up already You white ppl #justinbieber #chrisbrown,hate,offensive,Directs a vulgar insult ('Grow the fuck up already') collectively at a racial group.,"'Grow the fuck up... You white ppl' - profane but generic dismissal, not hate under NCIC.",True
2075318701344129056,p_hate_top,An African demagogue being managed by the genocidal Zionists shows everyone how hopeless some of “opposition” slaves are a danger to Africa!,offensive,hate,'genocidal Zionists' and 'opposition slaves' are severe political insults but target political/ideological categories rather than protected characteristics.,'genocidal Zionists' - dehumanizing language against ethnic/religious group.,True
2074470717505114356,p_hate_top,@makaumully It’s time we remind Kalonzo fanatics that the tseikuru man cannot lead Kenya anywhere. Kenya is ripe for leaders not just tribal cons. Ruto is the last tribal con to win presidency,neither,hate,Robust political criticism of specific leaders as 'tribal cons'.,"'the tseikuru man cannot lead Kenya anywhere' - declares Kamba community categorically unfit to lead, NCIC ethnic contempt standard.",True
2073694358709084586,p_hate_top,@Colonelnic I bet you are a luo and you believe that everything has to be as your wish. but am here to let you know that in 2027 we luhyas shall be united aginst Ruto,neither,hate,Tribal political banter and voting intentions without severe contempt.,'I bet you are a luo and you believe that everything has to be as your wish' - ethnic stereotype attributing demanding/entitled behavior to Luos collectively.,True
2078250687545164170,p_hate_top,"@coffeewithkream @HouseDemocrats That POS Is Complete Corruption He Even Stole the Election to Do all those Horrible things , Him and the Gay Kenyan are Pure Evil...",offensive,hate,"Abusive personal attacks against specific politicians ('That POS', 'the Gay Kenyan') without expressing collective contempt against an entire protected group.",'Him and the Gay Kenyan are Pure Evil' - uses sexual orientation as pejorative identifier to attack someone as evil.,True
2073500548771541502,p_hate_top,@DidmusWaBarasa Luhyas are becoming the weekest link in liberating Kenya. Sifuna can easily become President but they choose to die with Barasa just because he owns a chopper,neither,hate,"Political criticism of a community's voting choices ('Luhyas are becoming the weekest link'), but lacks the contempt or dehumanisation required for hate.",'Luhyas are becoming the weakest link' - collective negative attribution to entire community.,True
2077846089139393009,p_hate_top,"""Tumekataa kuwa trailer ya Wakikuyu...watu ambao wanafikiri Kenya ni yao."" CS Ruku hits back at Gachagua, says the outcome of Ol Kalou by-election is not concern for the people of Mt Kenya East.",neither,hate,Quoting a politician's controversial statement ('Tumekataa kuwa trailer ya Wakikuyu') in a journalistic context.,'watu ambao wanafikiri Kenya ni yao' (people who think Kenya is theirs) - collective negative attribution of supremacist mindset to Kikuyus.,True
2070521698219376694,p_hate_top,"AFTER ALL THIS, WE NEVER SAW ANY MAANDAMANO. KIKUYUS, WE ARE NOT YOUR SLAVES, THIS TIME ROUND YOU WILL SEE DUST, WEZI BILA BRAKE WANT TO TAKE THE PRESIDENCY BY FORCE. BUT KNOW THIS, TUTAM NI LAZIMA NA SIO TAFADHALI",hate,offensive,"Addresses an ethnic group directly ('KIKUYUS, WE ARE NOT YOUR SLAVES') and associates them collectively with theft ('WEZI BILA BRAKE').","'KIKUYUS, WE ARE NOT YOUR SLAVES' - confrontational ethnic framing but primarily rejecting perceived political domination; 'WEZI BILA BRAKE' targets political actors.",True
2074079162218828129,p_hate_top,"@georgediano Please research properly on literacy levels in Kenya. Bukusus are among the most educated in Kenya. The man you are belittling (Didmus) is one of the best performing MPs in Kenya and has completed his PhD studies, awaiting graduation. Bukusus do not beat kikuyus in alcoholism.",hate,neither,'Bukusus do not beat kikuyus in alcoholism' - attributes the negative characteristic of alcoholism collectively to the Kikuyu community.,"Defending Bukusus against stereotypes: 'Bukusus are among the most educated' - rebuttal, not attack.",True
2074557382693212664,p_hate_top,@DrBKhalwale Ambia Hawa waluhya wabinafsi...mluyah tu unapigia mtu mwingine kura na Kuna kijana wetu apo haiwezekani...sifuna we must rise with ata ka ni kuanguka we will fall with you...,neither,hate,"In-group political scolding about voting blocs, not collective ethnic contempt: 'Ambia Hawa waluhya wabinafsi'.",'Hawa waluhya wabinafsi' (these selfish Luhya) - collective negative character attribution.,True
2077392464940306777,p_hate_top,England must beat Argentina Argentina is the most racist country in the world. It’s the only country that killed all natives &amp; blacks! And its President support the genocide against Palestinians.,neither,hate,"Harsh criticism of a nation-state's history and its president's policies, not hate against an ethnic group.",'Argentina is the most racist country ... killed all natives & blacks' - collective condemnation of national-origin group.,True
2077138962695487897,p_hate_top,"-Why didn't Kikuyus think Kenya is bigger than them while swearing-in kibaki at night in 2007? This time Round ,we swear -in Ruto in 2027 , and Kikuyus will do nothing. Payback time",hate,neither,'Kikuyus will do nothing. Payback time' - holds the whole community responsible for 2007 political acts and threatens payback against them.,"Political score-settling rhetoric: 'Kikuyus will do nothing. Payback time' - references 2007 power struggle, not ethnic attack.",True
2077881852518654436,p_hate_top,"RT @KatheuNzyimi: Speaking as a Kamba, sijui how stupid my tribesmen get ikifika wakati wa elections. Even Kalonzo being part of the opposition may not be enough to convince some of them to vote against Ruto 🤦🏽‍♀️",hate,neither,"'sijui how stupid my tribesmen get' - attributes stupidity collectively to the Kamba community, even though the author claims membership.","Self-directed criticism: 'how stupid my tribesmen get' - Kamba person critiquing own community's voting, no outgroup attack.",True
2077771387238838740,p_hate_top,Goons wameonwa war na wakatolewa hadi nguo. Watu wa Ol Kalou wamejaa ngori kama waMeru,hate,neither,'wamejaa ngori kama waMeru' - attributes a negative characteristic of being troublesome or dangerous collectively to the Meru community.,"'Watu wa Ol Kalou wamejaa ngori kama waMeru' - reporting goons were beaten, comparing toughness (not derogatory).",True
2074063563119870278,p_hate_top,@georgediano Bungoma has a substantial sabaot vote block in Mount Elgon and Kimilili are very clueless .,hate,neither,'sabaot vote block... are very clueless' - collectively declares the community as stupid.,"Electoral analysis about Sabaot vote block, 'very clueless' unclear target.",True
2070789538486653028,p_hate_top,@Adele_lide Mnakuwanga wajinga 🤣🤣🤣 it's like CS Interior today reports to Kindiki and not Ruto......Luos are just special,hate,offensive,'Mnakuwanga wajinga ... Luos are just special' - attributes stupidity collectively to the community.,'Mnakuwanga wajinga' directed at unclear target; 'Luos are just special' is ambiguous sarcasm.,True
2074437928667783488,p_hate_top,@ArapTilingi Luos were offered a chance to host a public holiday celebrations. They even slept in the stadium later blamed kikuyus for the cold. 😂😂 am sure if this by election was in Nyanza it would just take Ruto single day there telling them how kikuyus hate them. And that's it.,neither,hate,"Mocks political behavior regarding a public event, but reads as ordinary banter/political ridicule rather than collective ethnic contempt.",'Luos ... slept in the stadium later blamed kikuyus for the cold' + easily swayed by anti-Kikuyu rhetoric - collective ridicule of Luo gullibility.,True
2074501128243310816,p_hate_top,@KenyanSays Chinese are the real untouchable cartel in Nairobi right now,neither,hate,"Frames a nationality as a 'cartel' in a political/economic context, which is ordinary political grievance rather than contempt or incitement.",'Chinese are the real untouchable cartel' attributes criminality collectively to a national-origin group.,True
2077268669952880784,p_hate_top,@geraged Go tell your nyanye I don't care what entitled kikuyus think,neither,hate,"Uses 'entitled kikuyus' which borders on collective attribution, but 'entitled' is mild and reads more like ordinary interpersonal grievance.",'entitled kikuyus' applies a negative characteristic to Kikuyus as a group.,True
2074912883566055525,p_hate_top,Fuck tutam Fuck that filthy dog Fuxk all the tutam cows,offensive,hate,"Contains extreme profanity and personal insults ('filthy dog', 'cows') directed at a political faction, lacking a protected characteristic.",'filthy dog' and 'tutam cows' dehumanises a group collectively.,True
2072782341454377172,p_hate_top,@makaumully Duale and Mbadi definitely so that they can concentrate full time in organising 2027 post election violence against the Kikuyu community. They are already inciting other Kenyans against Kikuyus. They should not be earning from our tax payers contributions.,neither,hate,Condemning politicians for allegedly organizing ethnic violence: 'organising 2027 post election violence against the Kikuyu community'.,'organising 2027 post election violence against the Kikuyu community' - direct accusation of planned ethnic violence.,True
2073517182332338250,p_hate_top,"RT @Edwin43855216: Na wajaluo msiseme Kalonzo aliiba kura, twajua after August 10th mtakua kwa maandamano looking for pawaa but this time round their will be no handshake.",neither,hate,Political banter addressing a community's expected post-election behavior: 'mtakua kwa maandamano looking for pawaa'.,'wajaluo... mtakua kwa maandamano looking for pawaa' - collective stereotyping of Luo political behavior.,True
2075245984859246890,p_hate_top,"@LomuriatP65105 @Naomikibandi Tulia Mkale next week thursday utajua the real Kikuyus,gava ya Kasongo walitoka",neither,hate,Political banter involving ethnic terms without crossing into collective contempt: 'utajua the real Kikuyus'.,'Mkale... utajua the real Kikuyus' - veiled threat using ethnic markers.,True
2077657805876506727,p_hate_top,"@Kibet_bull And do all Kikuyu support wamunyoro? Listen to Kioni, Ngunjiri wambugu, and a silent majority of the Kikuyu community",neither,hate,Ordinary political discussion about community voting patterns: 'do all Kikuyu support wamunyoro?'.,'wamunyoro' used as derogatory term in political context - ethnic marker as slur.,True
2074549634660208954,p_hate_top,Wajaluo mlipewa nini wakati wa Ile By-election ya Were ama nyinyi bora mdanganywe na mdomo hamna shida? Ruto knows the worth of Kikuyus. Olkalalou Kikuyus wanapewa goodies then come 2027 wapewe running mate wajaluo wabaki wakingoja pawa😂😂😂,neither,hate,Tribal political arithmetic and banter comparing political returns for Luos and Kikuyus without rising to the level of hate.,"'wajaluo wabaki wakingoja pawa' - mocks Luos collectively as politically naive, easily duped while others get benefits.",True
2074522493671399857,p_hate_top,@Kimuzi_ Alafu Kuna soko flani huko kakamega inaitwa malava walipewa soda na mkate 😂😂😂😂luyas are never beating the allegations,neither,hate,"Lighthearted banter playing on a well-known harmless stereotype about Luhyas and food, not rising to the level of ethnic contempt.",'luyas are never beating the allegations' - attributes collective negative characteristic (easily bought) to Luhyas.,True
2074531230570151944,p_hate_top,"@Honcalebamisi @gikundamarangu The mountain is indeed an expensive bride in every conceivable way! You can rent a Kikuyu, but you can't fully succeed to buy one!",hate,neither,"'You can rent a Kikuyu, but you can't fully succeed to buy one!' ridicules and commodifies the entire ethnic community collectively.","'You can rent a Kikuyu, but you can't fully succeed to buy one' - ethnic loyalty stereotype without contempt.",True
2074732822787395831,p_offensive_top,@ntvkenya @EricLatiff Who is this fool who can't speak English on national TV? Mtoto mjinga kama ancestors,hate,offensive,"Extends a personal insult to the target's entire lineage ('kama ancestors'), which degrades their ethnic community.",'fool who can't speak English ... Mtoto mjinga' personal insults at an individual.,True
2077106783101886740,p_offensive_top,@Hon_Njeri_Maina Wamunyoro will turn you into a tasteless cunt,offensive,hate,"Extremely vulgar, sexually crude personal insult aimed at an individual.",'Wamunyoro will turn you into a tasteless cunt' - sexual degradation of ethnic community.,True
